University Name,State,Country,Course Name,Average Fees (Per Year),Currency
University of Houston - Clear Lake,Texas,United States,MS in Data Science,17460.0,USD
University of Central Florida,Florida,United States,MS in Statistics and Data Science - Data Science,21493.0,USD
University of Central Florida,Florida,United States,MS in Statistics and Data Science,21492.0,USD
University of Central Florida,Florida,United States,MS in Data Analytics,36300.0,USD
Toronto Metropolitan University,Toronto,Canada,MSc in Data Science and Analytics,26380.0,CAD
University of Virginia,Virginia,United States,MS in Data Science,47378.0,USD
RWTH Aachen University,North Rhine-Westphilia,Germany,MSc in Data Science,,EUR
Florida State University,Florida,United States,MS in Data Science,20044.0,USD
University of New Haven,Connecticut,United States,MS in Data Science,18018.0,USD
University of Rochester,New York,United States,MS in Data Science,61500.0,USD
