University Name,State,Country,Course Name,Average Fees (Per Year),Currency
Federation University Australia,Victoria,Australia,Graduate Diploma in Psychology,35100.0,AUD
Helmut Schmidt University (Bundeswehr),Hamburg,Germany,Masters in Psychology,,EUR
Northern Kentucky University,Kentucky,United States,MS in Industrial-Organizational Psychology,19013.0,USD
University of Reading,Reading,United Kingdom,MSc in  Research Methods in Psychology,22850.0,GBP
University of Reading,Reading,United Kingdom,MSc in Psychology Conversion,26950.0,GBP
University of Göttingen,Lower Saxony,Germany,Masters in Psychology,,EUR
University of West Florida,Florida,United States,MA in Psychology,21777.0,USD
University of Montana,Montana,United States,Masters in Psychology,,USD
"Bond University, Gold Coast",Queensland,Australia,Masters in Psychology (Clinical),46910.0,AUD
University of Hartford,Connecticut,United States,MS in Organizational Psychology,16920.0,USD
Teesside University,Darlington,United Kingdom,MSc in Applied Psychology,9000.0,GBP
Teesside University,Darlington,United Kingdom,MSc in Psychology,15000.0,GBP
Coventry University,Coventry,United Kingdom,MSc in Applied Psychology,18600.0,GBP
Coventry University,Coventry,United Kingdom,MSc in Sport Psychology,18600.0,GBP
Coventry University,Coventry,United Kingdom,MSc in Psychology,18600.0,GBP
Coventry University,Coventry,United Kingdom,MSc in Business and Organisational Psychology,16950.0,GBP
Metropolitan State University,Minnesota,United States,Masters in Psychology,8532.0,USD
University of Sussex,East Sussex,United Kingdom,MSc in Occupational and Organizational Psychology,22500.0,GBP
University of Sussex,East Sussex,United Kingdom,MSc in Psychology (Conversion),22975.0,GBP
Catholic University Of America,District of Columbia,United States,MA in Psychological Science,52190.0,USD
Julius Maximilians University of Würzburg,Bavaria,Germany,Masters in Psychology,,EUR
University of Aberdeen,Aberdeen City,United Kingdom,MSc in Psychological Studies,25100.0,GBP
University of Aberdeen,Aberdeen City,United Kingdom,MRes in Psychology,27000.0,GBP
Southern Connecticut State University,Connecticut,United States,MA in Psychology,9882.0,USD
University of St Andrews,Fife,United Kingdom,MSc in Psychology Conversion,25450.0,GBP
Tokyo Metropolitan University,Tokyo,Japan,Masters in Psychology,260400.0,JP
Birmingham City University,Birmingham,United Kingdom,MSc in Health Psychology,17710.0,GBP
Bielefeld University,North Rhine-Westphilia,Germany,MSc in Psychology,,EUR
University of Indianapolis,Indiana,United States,MS in Psychology,13065.0,USD
University of Indianapolis,Indiana,United States,Masters in Psychology,8340.0,USD
West Chester University of Pennsylvania,Pennsylvania,United States,Masters in Psychology,,USD
West Chester University of Pennsylvania,Pennsylvania,United States,Masters in Sport and Exercise Psychology,,USD
Bucknell University,Pennsylvania,United States,MS in Psychology,61408.0,USD
Swansea University,Wales,United Kingdom,MSc in Psychology,20950.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MSc in Psychology,16800.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MSc in Cyberpsychology,17500.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MSc in Occupational Psychology,19100.0,GBP
University of East London,London,United Kingdom,MSc in Psychology,15240.0,GBP
University of East London,London,United Kingdom,MSc in Applied Positive Psychology (MAPP),16200.0,GBP
University of Bern,Bern,Switzerland,MSc in Psychology,1710.0,CHF
University of Hertfordshire,Hertfordshire,United Kingdom,MSc in Occupational Psychology,15295.0,GBP
University of Hertfordshire,Hertfordshire,United Kingdom,MSc in Business Psychology,16450.0,GBP
University of Hertfordshire,Hertfordshire,United Kingdom,MSc in Psychology,16450.0,GBP
Sonoma State University,California,United States,Masters in Psychology,,USD
Hampton University,Virginia,United States,Masters in Psychology,,USD
University of Trier,Rhineland-Palatinate,Germany,Masters in Psychology,,EUR
University of Moncton,New Brunswick,Canada,MA in Psychology,11232.0,CAD
Radboud University,Gelderland,Netherlands,MS in Behaviour Change,11471.0,EUR
University of Kent,Kent,United Kingdom,MSc in Political Psychology,18600.0,GBP
University of Kent,Kent,United Kingdom,MSc in Psychology,18000.0,GBP
University of Kent,Kent,United Kingdom,MSc in Organisational and Business Psychology,20400.0,GBP
University Of Phoenix,Arizona,United States,Masters in Psychology,,USD
University of Portsmouth,Portsmouth,United Kingdom,MSc in Sports and Exercise Psychology,16200.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,MSc in Health Psychology,19200.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,MSc in Criminal Psychology,17200.0,GBP
University of Portsmouth,Portsmouth,United Kingdom,MPhils in Psychology,17600.0,GBP
University of Regensburg,Bavaria,Germany,Masters in Psychology,,EUR
The University of Texas Permian Basin,Texas,United States,Masters in Psychology,14088.0,USD
University of Westminster,London,United Kingdom,MSc in Psychology,17000.0,GBP
University of Dundee,Dundee City,United Kingdom,MSc in Psychology of Language,20900.0,GBP
University of Dundee,Dundee City,United Kingdom,MSc in Psychology (Conversion),21900.0,GBP
Lipscomb University,Tennessee,United States,MS in Psychology,18759.0,USD
University of Southern Queensland,Queensland,Australia,Masters in Professional Psychology,30320.0,AUD
University of Surrey,Surrey,United Kingdom,MSc in Psychology (Conversion),25000.0,GBP
University of Surrey,Surrey,United Kingdom,MSc in Occupational and Organizational Psychology,22000.0,GBP
University of Surrey,Surrey,United Kingdom,MSc in Social Psychology,23100.0,GBP
University of Osnabrück,Lower Saxony,Germany,Masters in Psychology,,EUR
University of Greenwich,London,United Kingdom,MSc in Psychology,15100.0,GBP
University of Greenwich,London,United Kingdom,MSc in Occupational Psychology,15100.0,GBP
Tulane University of Louisiana,Louisiana,United States,Masters in Psychology,,USD
Australian Catholic University,New South Wales,Australia,Masters in  Professional Psychology,29328.0,AUD
Australian Catholic University,New South Wales,Australia,Masters in Psychology (Educational and Developmental),29328.0,AUD
University of Lübeck,Schleswig-Holstein,Germany,Masters in Psychology,,EUR
University of Huddersfield,York,United Kingdom,MSc in Psychology,17600.0,GBP
University of Huddersfield,York,United Kingdom,MSc in Psychology (Research),16000.0,GBP
University of Huddersfield,York,United Kingdom,MSc in Investigative Psychology,17600.0,GBP
University of the Sunshine Coast,Queensland,Australia,Masters in Professional Psychology,52800.0,AUD
Wesleyan University,Connecticut,United States,Masters in Psychology,,USD
Birkbeck College,London,United Kingdom,Masters in Psychology,17490.0,GBP
Middlesex University,London,United Kingdom,MSc in Applied Psychology,15100.0,GBP
Abilene Christian University,Texas,United States,MS in Psychology,25146.0,USD
Pepperdine University,California,United States,MA in Psychology,32760.0,USD
Anglia Ruskin University,London,United Kingdom,MSc in Consumer Psychology,15800.0,GBP
Anglia Ruskin University,London,United Kingdom,MSc in Psychology (Conversion),15840.0,GBP
Auburn University at Montgomery,Alabama,United States,MS in Psychology – Clinical Track,22815.0,USD
University of Stirling,Stirling,United Kingdom,MSc in Psychology of Sport,21845.0,GBP
University of Stirling,Stirling,United Kingdom,MSc in Psychology (Accredited Conversion Course),20600.0,GBP
University of Northern Iowa,Iowa,United States,Masters in Psychology,17180.0,USD
Bangor University,Gwynedd,United Kingdom,MSc in Psychology,21000.0,GBP
Bangor University,Gwynedd,United Kingdom,MSc in Principles of Clinical Neuropsychology,18300.0,GBP
Bangor University,Gwynedd,United Kingdom,MRes in Psychology,18750.0,GBP
Bangor University,Gwynedd,United Kingdom,MA in Psychology,18300.0,GBP
Cardiff Metropolitan University,Wales,United Kingdom,MRes in Psychology,16000.0,GBP
Cardiff Metropolitan University,Wales,United Kingdom,MRes in Psychology,16000.0,GBP
Southeastern Louisiana University,Louisiana,United States,MA in Psychology,20216.0,USD
"Northumbria University, Newcastle",Newcastle upon Tyne,United Kingdom,MSc in Sport and Exercise Psychology,19000.0,GBP
"Northumbria University, Newcastle",Newcastle upon Tyne,United Kingdom,MSc in Occupational and Organisational Psychology,19800.0,GBP
"Northumbria University, Newcastle",Newcastle upon Tyne,United Kingdom,MSc in Psychology,19000.0,GBP
London South Bank University,London,United Kingdom,MSc in Psychology,15400.0,GBP
London South Bank University,London,United Kingdom,Masters in Psychology,15400.0,GBP
Catholic University of Eichstätt-Ingolstadt,Bavaria,Germany,Masters in Psychology,,EUR
University of Lausanne,Lausanne,Switzerland,MSC in Psychology,1160.0,CHF
"California State University, Stanislaus",California,United States,MS in Psychology - Marriage and Family Therapy : Behavior Analysis,26070.0,USD
"California State University, Stanislaus",California,United States,MA in Psychology,26070.0,USD
University of Bradford,Bradford,United Kingdom,MSc in Psychology,18566.0,GBP
University of Bradford,Bradford,United Kingdom,MSc in Psychology of Health and Wellbeing,18566.0,GBP
Aberystwyth University,Wales,United Kingdom,MPhil in Psychology,17430.0,GBP
Virginia State University,Virginia,United States,MS in  General Psychology,18627.0,USD
Manchester Metropolitan University.,Manchester,United Kingdom,MSc in Psychology (Conversion),18504.0,GBP
Manchester Metropolitan University,Manchester,United Kingdom,MSc in Health Psychology,17000.0,GBP
Abertay University,Dundee City,United Kingdom,MPhil in Evolutionary Psychology and Relationship Science,13750.0,GBP
Abertay University,Dundee City,United Kingdom,MSc in Evolutionary Psychology and Relationship Science,13750.0,GBP
Abertay University,Dundee City,United Kingdom,Masters in Criminology,13750.0,GBP
Abertay University,Dundee City,United Kingdom,"MSc in Forensic Psychology, Crime Scene Evidence and Policing",13750.0,GBP
Abertay University,Dundee City,United Kingdom,"MPhil in Forensic Psychology, Crime Scene Evidence and Policing",13750.0,GBP
Keele University,Staffordshire,United Kingdom,MSc in Counselling and Psychotherapy,21900.0,GBP
Keele University,Staffordshire,United Kingdom,MSc in Psychology and Health Inequalities,18800.0,GBP
Leeds Beckett University,Leeds,United Kingdom,MA in Interdisciplinary Psychology,15000.0,GBP
Leeds Beckett University,Leeds,United Kingdom,MSc in Psychology of Sport and Exercise,16000.0,GBP
Leeds Beckett University,Leeds,United Kingdom,MSc in Psychology (Conversion Award),16000.0,GBP
Leeds Beckett University,Leeds,United Kingdom,MSc in Health Psychology,,GBP
University of Central Lancashire,Lancashire,United Kingdom,MS in Psychology Conversion,15500.0,GBP
Sheffield Hallam University,Sheffield,United Kingdom,MSc in Health Psychology,14895.0,GBP
Sheffield Hallam University,Sheffield,United Kingdom,MSc in Sport and Exercise Psychology,14895.0,GBP
Sheffield Hallam University,Sheffield,United Kingdom,MSc in Psychology,17205.0,GBP
University of Salford,Salford,United Kingdom,MSc in Psychology of Coercive Control,15300.0,GBP
University of Bedfordshire,Buckinghamshire,United Kingdom,MSc in Applied Psychology (Conversion),13750.0,GBP
University of Bedfordshire,Buckinghamshire,United Kingdom,MSc in Health Psychology,13750.0,GBP
De Montfort University,Leicester,United Kingdom,MSc in Psychological Well-being,15800.0,GBP
De Montfort University,Leicester,United Kingdom,MSc in Health Psychology,15800.0,GBP
University of Wolverhampton,Wolverhampton,United Kingdom,MSc in Cyberpsychology,14450.0,GBP
Staffordshire University,Stoke-on-Trent,United Kingdom,MSc in Psychology,16750.0,GBP
Western Carolina University,North Carolina,United States,MA in Clinical Psychology,24825.0,USD
The University of Buckingham,Buckinghamshire,United Kingdom,MSc in Health Psychology,15180.0,GBP
Emporia State University,Kansas,United States,MS in Psychology,,USD
University of Chester,Warrington,United Kingdom,MSc in Psychology in Society,13450.0,GBP
University of Chester,Warrington,United Kingdom,MRes in Psychology,14643.0,GBP
University of Chester,Warrington,United Kingdom,MSc in Psychology (Conversion),14250.0,GBP
Paul Valéry University Montpellier 3,Occitanie,France,Masters in Psychology,,EUR
Iona College,New York,United States,Masters in Psychology,22374.0,USD
Solent University,Hampshire,United Kingdom,Masters in Psychology,13520.0,GBP
Bournemouth University,Bournemouth,United Kingdom,MSc in Health Psychology,16000.0,GBP
Bournemouth University,Bournemouth,United Kingdom,MSc in Psychology (conversion course),16000.0,GBP
Bournemouth University,Bournemouth,United Kingdom,MA in Political Psychology,16000.0,GBP
University of Derby,Derby,United Kingdom,MRes in Psychology,14700.0,GBP
University of Brighton,Brighton and Hove,United Kingdom,MA in Community Psychology,13842.0,GBP
Kristianstad University,Sk'ne l'n,Sweden,Masters in Psychology,,SEK
Liverpool John Moores University,Liverpool,United Kingdom,MSc in Sport Psychology,16600.0,GBP
Liverpool John Moores University,Liverpool,United Kingdom,MSc in Positive Psychology and Wellbeing,16600.0,GBP
Liverpool John Moores University,Liverpool,United Kingdom,MSc in Health Psychology,16600.0,GBP
City University of Hong Kong,Kowloon,Hong Kong,MSocSc in Psychology,162000.0,USD
University of the West of Scotland,London,United Kingdom,MSc in  Psychology,14500.0,GBP
University of Plymouth,Plymouth,United Kingdom,M.Sc in Psychology,15700.0,GBP
University of West London,London,United Kingdom,MSc in Health Psychology,14750.0,GBP
University of West London,London,United Kingdom,MSc in Psychology Conversion,14750.0,GBP
"Goldsmiths, University of London",London,United Kingdom,MSc in  Psychology (Conversion),16770.0,GBP
"Goldsmiths, University of London",London,United Kingdom,MA in Dance Movement Psychotherapy,20250.0,GBP
"Goldsmiths, University of London",London,United Kingdom,"MSc in Psychology of the Arts, Neuroaesthetics & Creativity",16600.0,GBP
"Goldsmiths, University of London",London,United Kingdom,MRes in Research Methods in Psychology,20250.0,GBP
The Chinese University of Hong Kong,New Territories,Hong Kong,MA in Psychology,125000.0,USD
University of Roehampton,London,United Kingdom,MSc in Sport and Exercise Psychology (non-accredited),15750.0,GBP
University of Roehampton,London,United Kingdom,MSc in Psychology of Sport and Exercise (BPS Accredited),15750.0,GBP
University of Roehampton,London,United Kingdom,MSc in Occupational and Business Psychology,16500.0,GBP
University of Roehampton,London,United Kingdom,MSc in Psychology,14758.0,GBP
University of Lincoln,Lincolnshire,United Kingdom,MSc in Developmental Psychology,16000.0,GBP
London Metropolitan University,London,United Kingdom,MSc in Psychology,16225.0,GBP
University of Cumbria,London,United Kingdom,MSc in Psychology: Organisational,12800.0,GBP
University of the West of England,Bristol,United Kingdom,MSc in Business Psychology,15500.0,GBP
University of the West of England,Bristol,United Kingdom,MSc in Occupational Psychology,14500.0,GBP
Plymouth Marjon University,Plymouth,United Kingdom,MSc in Psychology,12500.0,GBP
"Birkbeck, University of London",London,United Kingdom,Masters in Psychology,,GBP
"Birkbeck, University of London",London,United Kingdom,MSc in Psychology,19230.0,GBP
"Birkbeck, University of London",London,United Kingdom,MA in Psychosocial Studies,18030.0,GBP
"Birkbeck, University of London",London,United Kingdom,MA in Psychoanalytic Studies,18030.0,GBP
Humboldt State University,California,United States,MA in School Psychology,25840.0,USD
University of Suffolk,Suffolk,United Kingdom,MSc in Applications of Psychology,12996.0,GBP
Canterbury Christ Church University,Kent,United Kingdom,MSc in Psychology (Conversion Course),14500.0,GBP
University of Sunderland,Sunderland,United Kingdom,MSc in Psychology (Conversion),16500.0,GBP
Liberty University,Virginia,United States,MS in Psychology,9810.0,USD
University of Northampton,Northamptonshire,United Kingdom,MSc in Psychology,15000.0,GBP
Mercy College,New York,United States,MS in Psychology,17478.0,USD
Université de Rouen,Rouen,France,MS in Psychology,1000.0,EUR
University of Gloucestershire,Gloucestershire,United Kingdom,MSc in Psychology,,GBP
University of Gloucestershire,Gloucestershire,United Kingdom,MSc in Health Psychology,,GBP
Augusta University,Georgia,United States,MS in Psychology,18772.0,USD
University of Worcester,Worcester,United States,MSC in OCCUPATIONAL / BUSINESS PSYCHOLOGY,14100.0,USD
University of Oslo,Oslo,Norway,MS in Psychology,,USD
Liverpool Hope University,Liverpool,United Kingdom,MSc in Psychology,13000.0,GBP
Grand Canyon University,Arizona,United States,MS in General Psychology (Evening),16500.0,USD
BPP University,London,United Kingdom,MSc in Psychology (Conversion),11000.0,GBP
"Alliant International University, San Diego",California,United States,MA in Organizational Psychology,33264.0,USD
University of Bolton,Bolton,United Kingdom,MSc in Psychology,8633.0,GBP
University of Bolton,Bolton,United Kingdom,MSc in Applied Sport and Exercise Psychology,8633.0,GBP
University of Bolton,Bolton,United Kingdom,MSc in Positive Psychology,15950.0,GBP
University of Bolton,Bolton,United Kingdom,MSc in Psychology (Conversion),12950.0,GBP
Leeds Trinity University,Leeds,United Kingdom,MSc in Psychology (Conversion),15000.0,GBP
Morehead State University,Kentucky,United States,MS in Psychology,17100.0,USD
Radford University,Virginia,United States,Masters in Industrial and Organizational Psychology,17441.0,USD
Eastern Kentucky University,Kentucky,United States,MS in General Psychology,12507.0,USD
Castleton University,Vermont,United States,MA in School Psychology,23832.0,USD
Salem State University,Massachusetts,United States,MSc in Industrial/Organizational Psychology,24843.0,USD
St. Francis College,New York,United States,MA in General Psychology,11700.0,USD
St. Francis College,New York,United States,MA in General Psychology,11700.0,USD
University of Pavia,Pavia,Italy,"Msc in Psychology, Neuroscience and Human Sciences",3985.0,EUR
University of North Carolina Wilmington,North Carolina,United States,MA in Psychological Science,18037.0,USD
University of North Carolina Wilmington,North Carolina,United States,MS in Psychology,19040.0,USD
University of North Carolina Wilmington,North Carolina,United States,MA in Applied Behavior Analysis,53488.0,USD
University of North Carolina Wilmington,North Carolina,United States,MA in Neuroscience and Behaviour,18540.0,USD
Stephen F. Austin State University,Texas,United States,Masters in Psychology,22870.0,USD
