University Name,Address,lat,long,geometry
"City University Of New York, Lehman College","City University Of New York, Lehman College, New York, United States",40.8722825,-73.8948917141949,POINT (-73.8948917141949 40.8722825)
James Madison University,"James Madison University, Virginia, United States",38.035053,-78.517793,POINT (-78.517793 38.035053)
University of the Bundeswehr Munich,"University of the Bundeswehr Munich, Bavaria, Germany",48.1371079,11.5753822,POINT (11.5753822 48.1371079)
Lewis University,"Lewis University, Illinois, United States",38.6578483,-90.31617307219159,POINT (-90.31617307219159 38.6578483)
New Mexico Institute of Mining and Technology,"New Mexico Institute of Mining and Technology, New Mexico, United States",39.604434749999996,-76.9516955197142,POINT (-76.9516955197142 39.604434749999996)
University of West Georgia,"University of West Georgia, Georgia, United States",31.48119265,-83.52225572430962,POINT (-83.52225572430962 31.48119265)
Eastern Washington University,"Eastern Washington University, Washington, United States",38.927739,-77.003609,POINT (-77.003609 38.927739)
Monmouth University,"Monmouth University, Illinois, United States",40.9144918,-90.63839026946083,POINT (-90.63839026946083 40.9144918)
"University of Southern Mississippi, Gulf Coast","University of Southern Mississippi, Gulf Coast, Michigan, United States",31.32656,-89.33228,POINT (-89.33228 31.32656)
Philipps-University Marburg,"Philipps-University Marburg, Hesse, Germany",50.781888,8.764499,POINT (8.764499 50.781888)
Clark Atlanta University,"Clark Atlanta University, Georgia, United States",33.75012475,-84.41158897451389,POINT (-84.41158897451389 33.75012475)
Helmut Schmidt University (Bundeswehr),"Helmut Schmidt University (Bundeswehr), Hamburg, Germany",53.5687706,10.111215703502914,POINT (10.111215703502914 53.5687706)
Northern Kentucky University,"Northern Kentucky University, Kentucky, United States",39.0346853,-84.46595983085443,POINT (-84.46595983085443 39.0346853)
"St. Marys University, Texas","St. Marys University, Texas, Texas, United States",29.45223455,-98.56460747256097,POINT (-98.56460747256097 29.45223455)
University of Bamberg (Otto-Friedrich),"University of Bamberg (Otto-Friedrich), Bavaria, Germany",49.889038,10.891547,POINT (10.891547 49.889038)
University of Tsukuba,"University of Tsukuba, Ibaraki, Japan",36.1070526,140.10066020403983,POINT (140.10066020403983 36.1070526)
University of Göttingen,"University of Göttingen, Lower Saxony, Germany",51.5328328,9.9351811,POINT (9.9351811 51.5328328)
Westcliff University,"Westcliff University, California, United States",33.62858,-117.906589,POINT (-117.906589 33.62858)
"Fairleigh Dickinson University, Florham","Fairleigh Dickinson University, Florham, New Jersey, United States",40.77597005,-74.43471223388738,POINT (-74.43471223388738 40.77597005)
University of West Florida,"University of West Florida, Florida, United States",30.5479646,-87.21620152987073,POINT (-87.21620152987073 30.5479646)
University of Montana,"University of Montana, Montana, United States",46.859295,-113.984207,POINT (-113.984207 46.859295)
Metropolitan State University,"Metropolitan State University, Minnesota, United States",44.95722495,-93.07410362327883,POINT (-93.07410362327883 44.95722495)
University of Sussex,"University of Sussex, East Sussex, United Kingdom",50.8449436,-0.7740064130646287,POINT (-0.7740064130646287 50.8449436)
Mississippi College,"Mississippi College, Mississippi, United States",32.331257,-90.33537,POINT (-90.33537 32.331257)
Julius Maximilians University of Würzburg,"Julius Maximilians University of Würzburg, Bavaria, Germany",49.798389,10.003851,POINT (10.003851 49.798389)
École Normale Supérieure de Lyon,"École Normale Supérieure de Lyon, Rhône, France",46.196998,5.219282,POINT (5.219282 46.196998)
Towson University,"Towson University, Maryland, United States",39.38697675,-76.61858035588965,POINT (-76.61858035588965 39.38697675)
Southern University and A&M College,"Southern University and A&M College, Louisiana, United States",-22.893583,-43.468253,POINT (-43.468253 -22.893583)
University of Augsburg,"University of Augsburg, Bavaria, Germany",48.362528,10.867892,POINT (10.867892 48.362528)
Tokyo Metropolitan University,"Tokyo Metropolitan University, Tokyo, Japan",35.65238,139.72661,POINT (139.72661 35.65238)
East Stroudsburg University,"East Stroudsburg University, Pennsylvania, United States",40.9979175,-75.1726817657823,POINT (-75.1726817657823 40.9979175)
Southern Oregon University,"Southern Oregon University, Oregon, United States",45.58369975,-122.72686649750237,POINT (-122.72686649750237 45.58369975)
Bielefeld University,"Bielefeld University, North Rhine-Westphilia, Germany",52.0293323,8.5327135,POINT (8.5327135 52.0293323)
West Chester University of Pennsylvania,"West Chester University of Pennsylvania, Pennsylvania, United States",39.937389249999995,-75.60018673819486,POINT (-75.60018673819486 39.937389249999995)
Western Washington University,"Western Washington University, Washington, United States",48.734140999999994,-122.4874637564906,POINT (-122.4874637564906 48.734140999999994)
"Fontbonne University, St Louis","Fontbonne University, St Louis, Missouri, United States",38.6416544,-90.31570077006862,POINT (-90.31570077006862 38.6416544)
University of Bern,"University of Bern, Bern, Switzerland",46.95097255,7.438684130809055,POINT (7.438684130809055 46.95097255)
Kutztown University of Pennsylvania,"Kutztown University of Pennsylvania, Pennsylvania, United States",40.61558,-79.160104,POINT (-79.160104 40.61558)
Christopher Newport University,"Christopher Newport University, Virginia, United States",37.06611,-76.49111,POINT (-76.49111 37.06611)
Malmo University,"Malmo University, Sk'ne l'n, Sweden",55.564391549999996,12.976332626104279,POINT (12.976332626104279 55.564391549999996)
University of St. Gallen,"University of St. Gallen, Sankt Gallen, Switzerland",47.4300025,9.372218409002015,POINT (9.372218409002015 47.4300025)
Hood College,"Hood College, Maryland, United States",35.084544,-87.320242,POINT (-87.320242 35.084544)
New Mexico Highlands University,"New Mexico Highlands University, New Mexico, United States",35.59822535,-105.22278387122631,POINT (-105.22278387122631 35.59822535)
University of Moncton,"University of Moncton, New Brunswick, Canada",46.084327,-64.777336,POINT (-64.777336 46.084327)
International Technological University,"International Technological University, California, United States",37.39645,-122.02621,POINT (-122.02621 37.39645)
University of East Anglia,"University of East Anglia, Norfolk, United Kingdom",52.62106225,1.2356187242525833,POINT (1.2356187242525833 52.62106225)
Norfolk State University,"Norfolk State University, Virginia, United States",36.84791,-76.257988,POINT (-76.257988 36.84791)
The University of Texas Permian Basin,"The University of Texas Permian Basin, Texas, United States",31.8868832,-102.32324393732543,POINT (-102.32324393732543 31.8868832)
The College of Saint Rose,"The College of Saint Rose, New York, United States",43.153676,-76.878572,POINT (-76.878572 43.153676)
Johannes Gutenberg University of Mainz,"Johannes Gutenberg University of Mainz, Rhineland-Palatinate, Germany",50.0012314,8.2762513,POINT (8.2762513 50.0012314)
Halmstad University,"Halmstad University, Hallands l'n, Sweden",56.66927975,12.864226591796118,POINT (12.864226591796118 56.66927975)
Middlesex University,"Middlesex University, London, United Kingdom",51.590297050000004,-0.2296322094540291,POINT (-0.2296322094540291 51.590297050000004)
University of Copenhagen,"University of Copenhagen, Copenhagen, Denmark",55.6801502,12.57232700140625,POINT (12.57232700140625 55.6801502)
Jonkoping University,"Jonkoping University, J'nk'pings l'n, Sweden",57.77802215,14.162141018941803,POINT (14.162141018941803 57.77802215)
University of Southern Maine,"University of Southern Maine, Maine, United States",46.8200431,-67.9230792,POINT (-67.9230792 46.8200431)
Frostburg State University,"Frostburg State University, Maryland, United States",39.64927155,-78.93949294999999,POINT (-78.93949294999999 39.64927155)
Cornell Tech,"Cornell Tech, New York, United States",40.7547748,-73.9564290713081,POINT (-73.9564290713081 40.7547748)
Auburn University at Montgomery,"Auburn University at Montgomery, Alabama, United States",32.3709721,-86.1771873,POINT (-86.1771873 32.3709721)
North Carolina Central University,"North Carolina Central University, North Carolina, United States",35.973209049999994,-78.89755053748397,POINT (-78.89755053748397 35.973209049999994)
Bangor University,"Bangor University, Gwynedd, United Kingdom",53.225729,-4.140657,POINT (-4.140657 53.225729)
Southern Adventist University,"Southern Adventist University, Tennessee, United States",35.0475044,-85.04929721797853,POINT (-85.04929721797853 35.0475044)
Cardiff Metropolitan University,"Cardiff Metropolitan University, Wales, United Kingdom",51.466888,-3.190494,POINT (-3.190494 51.466888)
Université du Québec à Rimouski,"Université du Québec à Rimouski, Quebec, Canada",48.4520359,-68.51191681099259,POINT (-68.51191681099259 48.4520359)
"New York Institute of Technology, Vancouver","New York Institute of Technology, Vancouver, New York, United States",40.807959049999994,-73.60628896763087,POINT (-73.60628896763087 40.807959049999994)
Purdue University Fort Wayne,"Purdue University Fort Wayne, Indiana, United States",41.1171948,-85.10697618267125,POINT (-85.10697618267125 41.1171948)
University of Basel,"University of Basel, Basel-Stadt, Switzerland",47.55853735,7.582636262735235,POINT (7.582636262735235 47.55853735)
Aarhus University,"Aarhus University, Midtjylland, Denmark",56.1670905,10.202617693592895,POINT (10.202617693592895 56.1670905)
"California State University, Bakersfield","California State University, Bakersfield, California, United States",35.3493892,-119.10339690970889,POINT (-119.10339690970889 35.3493892)
Trinity University,"Trinity University, Texas, United States",29.461522,-98.483238,POINT (-98.483238 29.461522)
Sorbonne University,"Sorbonne University, Paris, France",48.846899699999994,2.357448653115875,POINT (2.357448653115875 48.846899699999994)
Virginia State University,"Virginia State University, Virginia, United States",37.242575,-77.42245,POINT (-77.42245 37.242575)
University of Neuchâtel,"University of Neuchâtel, Neuch'tel, Switzerland",47.001964,6.807484,POINT (6.807484 47.001964)
Monroe College,"Monroe College, New York, United States",40.8625,-73.8994444,POINT (-73.8994444 40.8625)
Keele University,"Keele University, Staffordshire, United Kingdom",53.002659,-2.271509,POINT (-2.271509 53.002659)
University of Bedfordshire,"University of Bedfordshire, Buckinghamshire, United Kingdom",51.995481850000004,-0.9912673194804595,POINT (-0.9912673194804595 51.995481850000004)
Saginaw Valley State University,"Saginaw Valley State University, Michigan, United States",43.515888149999995,-83.95931308100894,POINT (-83.95931308100894 43.515888149999995)
University of Rennes 1,"University of Rennes 1, Brittany, France",48.1126517,-1.6792305,POINT (-1.6792305 48.1126517)
University of Fribourg,"University of Fribourg, Fribourg, Switzerland",46.793058,7.157106,POINT (7.157106 46.793058)
Nantes Université,"Nantes Université, Pays de la Loire, France",47.2492395,-1.5478816861445819,POINT (-1.5478816861445819 47.2492395)
Staffordshire University,"Staffordshire University, Stoke-on-Trent, United Kingdom",53.009474749999995,-2.1742692248780635,POINT (-2.1742692248780635 53.009474749999995)
Fitchburg State University,"Fitchburg State University, Massachusetts, United States",42.5882202,-71.79000657143183,POINT (-71.79000657143183 42.5882202)
"University of the Pacific, San Francisco","University of the Pacific, San Francisco, California, United States",37.78107,-122.416187,POINT (-122.416187 37.78107)
University of Gothenburg,"University of Gothenburg, V'stra G'talands l'n, Sweden",57.687469,11.967505,POINT (11.967505 57.687469)
University of Chester,"University of Chester, Warrington, United Kingdom",53.4156041,-2.547866,POINT (-2.547866 53.4156041)
Iona College,"Iona College, New York, United States",40.925249,-73.788267,POINT (-73.788267 40.925249)
West Virginia State University,"West Virginia State University, West Virginia, United States",38.3793907,-81.76806034458825,POINT (-81.76806034458825 38.3793907)
Oklahoma Christian University,"Oklahoma Christian University, Oklahoma, United States",35.455622,-97.508021,POINT (-97.508021 35.455622)
"University of Southern Denmark, Odense","University of Southern Denmark, Odense, Odense, Denmark",55.367853249999996,10.42805340701966,POINT (10.42805340701966 55.367853249999996)
Esslingen University of Applied Sciences,"Esslingen University of Applied Sciences, Esslingen, Germany",48.7449971,9.322707471183953,POINT (9.322707471183953 48.7449971)
HTW Berlin,"HTW Berlin, Berlin, Germany",52.457427,13.5331799,POINT (13.5331799 52.457427)
FH Schmalkalden University of Applied Sciences,"FH Schmalkalden University of Applied Sciences, Schmalkalden, Germany",50.716434,10.463431,POINT (10.463431 50.716434)
Florida Polytechnic University,"Florida Polytechnic University, Florida, United States",25.760524,-80.374422,POINT (-80.374422 25.760524)
Saint Leo University,"Saint Leo University, St. Leo, United States",28.338539400000002,-82.25807054363955,POINT (-82.25807054363955 28.338539400000002)
"Charité – Universitätsmedizin Berlin, Charité Mitte","Charité – Universitätsmedizin Berlin, Charité Mitte, Mitte, Germany",52.5299885,13.34866394036122,POINT (13.34866394036122 52.5299885)
Roskilde University,"Roskilde University, Sjælland, Denmark",55.64264365,12.08043493698757,POINT (12.08043493698757 55.64264365)
"Concordia University, Chicago","Concordia University, Chicago, Illinois, United States",41.8755616,-87.6244212,POINT (-87.6244212 41.8755616)
"Birkbeck, University of London","Birkbeck, University of London, London, United Kingdom",51.520219,-0.12985939246987815,POINT (-0.1298593924698782 51.520219)
University of Strasbourg,"University of Strasbourg, Strasbourg, France",48.5803,7.7644,POINT (7.7644 48.5803)
École normale supérieure Paris-Saclay,"École normale supérieure Paris-Saclay, Gif-sur-Yvette, France",48.71287325,2.1648118329925996,POINT (2.1648118329925996 48.71287325)
Universite de Lille,"Universite de Lille, Lille, France",50.62857065,3.12595600742836,POINT (3.12595600742836 50.62857065)
Claude Bernard University Lyon 1,"Claude Bernard University Lyon 1, Villeurbanne, France",45.7733573,4.8868454,POINT (4.8868454 45.7733573)
Jean Monnet University,"Jean Monnet University, Saint-Étienne, France",45.426683,4.389,POINT (4.389 45.426683)
Mannheim University of Applied Sciences,"Mannheim University of Applied Sciences, Mannheim, Germany",49.4892913,8.4673098,POINT (8.4673098 49.4892913)
National Institute For Applied Science - Lyon,"National Institute For Applied Science - Lyon, Villeurbanne, France",45.7733573,4.8868454,POINT (4.8868454 45.7733573)
Lucerne University of Applied Sciences and Arts,"Lucerne University of Applied Sciences and Arts, Luzern, Switzerland",46.198115,6.133216,POINT (6.133216 46.198115)
University of Poitiers,"University of Poitiers, Poitiers, France",46.58018,0.34905,POINT (0.34905 46.58018)
Mercy College,"Mercy College, New York, United States",41.02156265,-73.87446425294797,POINT (-73.87446425294797 41.02156265)
Mines ParisTech,"Mines ParisTech, Paris, France",48.84525,2.33935,POINT (2.33935 48.84525)
Université de Pau et des Pays de l'Adour,"Université de Pau et des Pays de l'Adour, Pyrénées-Atlantiques, France",43.47775805,-1.5091150639627369,POINT (-1.5091150639627369 43.47775805)
Augusta University,"Augusta University, Georgia, United States",33.4693345,-81.988562,POINT (-81.988562 33.4693345)
Angelo State University,"Angelo State University, Texas, United States",31.44332,-100.45642,POINT (-100.45642 31.44332)
International University of applied sciences,"International University of applied sciences, Berlin, Germany",52.515954,13.327995,POINT (13.327995 52.515954)
York St John University,"York St John University, North Yorkshire, United Kingdom",52.97682225,-0.018837682352210082,POINT (-0.0188376823522101 52.97682225)
"Northeastern University, Oakland","Northeastern University, Oakland, California, United States",37.77991075,-122.18347238098275,POINT (-122.18347238098275 37.77991075)
Charleston Southern University,"Charleston Southern University, South Carolina, United States",32.9826445,-80.07109661611514,POINT (-80.07109661611514 32.9826445)
Graz University of Technology,"Graz University of Technology, Lower Austria, Austria",47.07806,15.44917,POINT (15.44917 47.07806)
Texas A&M University - San Antonio,"Texas A&M University - San Antonio, Texas, United States",36.1979366,-76.0099227,POINT (-76.0099227 36.1979366)
"Fairleigh Dickinson University , Vancouver","Fairleigh Dickinson University , Vancouver, Vancouver, Canada",49.2608724,-123.113952,POINT (-123.113952 49.2608724)
Liverpool Hope University,"Liverpool Hope University, Liverpool, United Kingdom",53.412914799999996,-2.9689791539489616,POINT (-2.9689791539489616 53.412914799999996)
"Northeastern University, Arlington","Northeastern University, Arlington, Virginia, United States",47.6230201,-122.3373546,POINT (-122.3373546 47.6230201)
Fulda University of Applied Sciences,"Fulda University of Applied Sciences, Hesse, Germany",50.5650744,9.685991642142039,POINT (9.685991642142039 50.5650744)
"Concordia University, Wisconsin","Concordia University, Wisconsin, Wisconsin, United States",42.5692628,-87.9328715,POINT (-87.9328715 42.5692628)
Constructor Institute,"Constructor Institute, Schaffhausen, Switzerland",47.6960491,8.634513,POINT (8.634513 47.6960491)
"Rutgers University, Camden","Rutgers University, Camden, New Jersey, United States",39.948361250000005,-75.12269863014204,POINT (-75.12269863014204 39.948361250000005)
Oral Roberts University,"Oral Roberts University, Oklahoma, United States",36.0508252,-95.95213552843208,POINT (-95.95213552843208 36.0508252)
Avila University,"Avila University, Missouri, United States",38.913158499999994,-94.59148623732148,POINT (-94.59148623732148 38.913158499999994)
Tennessee State University,"Tennessee State University, Tennessee, United States",36.167944250000005,-86.82710485760109,POINT (-86.82710485760109 36.167944250000005)
Austin Peay State University,"Austin Peay State University, Tennessee, United States",36.53429654999999,-87.35430854440321,POINT (-87.35430854440321 36.53429654999999)
Weber State University,"Weber State University, Utah, United States",41.0997036,-111.986324,POINT (-111.986324 41.0997036)
Zurich University of Applied Sciences,"Zurich University of Applied Sciences, Schleswig-Holstein, Germany",53.551094,9.934262,POINT (9.934262 53.551094)
Østfold University College,"Østfold University College, Halden, Norway",59.12898,11.35567,POINT (11.35567 59.12898)
Eastern Kentucky University,"Eastern Kentucky University, Kentucky, United States",37.734161900000004,-84.30119844712644,POINT (-84.30119844712644 37.734161900000004)
Deggendorf Institute of Technology (Cham),"Deggendorf Institute of Technology (Cham), Bavaria, Germany",49.2178194,12.6663832,POINT (12.6663832 49.2178194)
Ravensbourne University London,"Ravensbourne University London, London, United Kingdom",51.50165815,0.005704460486348751,POINT (0.0057044604863488 51.50165815)
University of St. Thomas,"University of St. Thomas, Minnesota, United States",44.94372,-93.18986,POINT (-93.18986 44.94372)
HES-SO - Haute Ecole Spécialisée de Suisse occidentale (Siège),"HES-SO - Haute Ecole Spécialisée de Suisse occidentale (Siège), Geneva, Switzerland",46.2017559,6.1466014,POINT (6.1466014 46.2017559)
University of North Carolina Wilmington,"University of North Carolina Wilmington, North Carolina, United States",34.219742,-77.878991,POINT (-77.878991 34.219742)
Ludwig Maximilian University of Munich,"Ludwig Maximilian University of Munich, Bavaria, Germany",48.15047575,11.579835648337658,POINT (11.579835648337658 48.15047575)
University of Sydney,"University of Sydney, New South Wales, Australia",-33.88888125,151.18941425705117,POINT (151.18941425705117 -33.88888125)
Trent University,"Trent University, Ontario, Canada",44.357293299999995,-78.28938170070296,POINT (-78.28938170070296 44.357293299999995)
"Minnesota State University, Mankato","Minnesota State University, Mankato, Minnesota, United States",44.1453537,-93.99775246558295,POINT (-93.99775246558295 44.1453537)
Technical University of Braunschweig,"Technical University of Braunschweig, Lower Saxony, Germany",52.31925,13.63262,POINT (13.63262 52.31925)
Freie University of Berlin,"Freie University of Berlin, Berlin, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Marshall University,"Marshall University, West Virginia, United States",38.42225,-82.42553,POINT (-82.42553 38.42225)
London School of Economics and Political Science,"London School of Economics and Political Science, London, United Kingdom",51.51426105,-0.11673351981492822,POINT (-0.1167335198149282 51.51426105)
HEC Montréal,"HEC Montréal, Quebec, Canada",45.5036114,-73.6212922,POINT (-73.6212922 45.5036114)
Eberhard Karls University of Tübingen,"Eberhard Karls University of Tübingen, Baden-Warttemberg, Germany",49.376373,8.67989,POINT (8.67989 49.376373)
"Eberhard Karls University, Tubingen","Eberhard Karls University, Tubingen, Baden-Warttemberg, Germany",53.079519,8.924751,POINT (8.924751 53.079519)
Thompson Rivers University,"Thompson Rivers University, British Columbia, Canada",50.6724455,-120.36402658529576,POINT (-120.36402658529576 50.6724455)
HEC Paris,"HEC Paris, Paris, France",48.8412,2.3003,POINT (2.3003 48.8412)
Constructor University,"Constructor University, Bremen, Germany",53.167723300000006,8.651165678669964,POINT (8.651165678669964 53.167723300000006)
University of Hildesheim,"University of Hildesheim, Sohag, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Erasmus University Rotterdam,"Erasmus University Rotterdam, South Holland, Netherlands",51.9229171,4.487612362865811,POINT (4.487612362865811 51.9229171)
University of Konstanz,"University of Konstanz, Baden-Warttemberg, Germany",49.376373,8.67989,POINT (8.67989 49.376373)
University of Münster,"University of Münster, North Rhine-Westphilia, Germany",51.97547,7.601107,POINT (7.601107 51.97547)
James Cook University Singapore,"James Cook University Singapore, Singapore, Singapore",1.3153627,103.87602675089748,POINT (103.87602675089748 1.3153627)
Christian Brothers University,"Christian Brothers University, Tennessee, United States",35.112868,-89.9462,POINT (-89.9462 35.112868)
St Thomas University,"St Thomas University, Florida, United States",25.734167,-80.369722,POINT (-80.369722 25.734167)
Leuphana University of Lüneburg,"Leuphana University of Lüneburg, Lower Saxony, Germany",53.249849,10.384992,POINT (10.384992 53.249849)
"Johnson and Wales University, Providence","Johnson and Wales University, Providence, Rhode Island, United States",41.82232,-71.41089,POINT (-71.41089 41.82232)
New England College,"New England College, New Hampshire, United States",43.176150500000006,-71.82329819808616,POINT (-71.82329819808616 43.176150500000006)
Tilburg University,"Tilburg University, North Brabant, Netherlands",52.995408,6.952732,POINT (6.952732 52.995408)
Chapman University,"Chapman University, California, United States",33.79338165,-117.85168957641582,POINT (-117.85168957641582 33.79338165)
Mercyhurst University,"Mercyhurst University, Pennsylvania, United States",40.541776,-78.359182,POINT (-78.359182 40.541776)
IÉSEG School of Management,"IÉSEG School of Management, Paris, France",50.64642475,3.062277953667908,POINT (3.062277953667908 50.64642475)
City University of New York,"City University of New York, New York, United States",40.73670285,-73.81879560430787,POINT (-73.81879560430787 40.73670285)
Drew University,"Drew University, New Jersey, United States",40.76053795,-74.42816053099715,POINT (-74.42816053099715 40.76053795)
University of Europe for Applied Sciences,"University of Europe for Applied Sciences, Berlin, Germany",53.551094,9.934262,POINT (9.934262 53.551094)
Frankfurt School of Finance & Management,"Frankfurt School of Finance & Management, Hesse, Germany",50.132664649999995,8.68022213993389,POINT (8.68022213993389 50.132664649999995)
The University of Buckingham,"The University of Buckingham, Buckinghamshire, United Kingdom",51.995685,-0.990951,POINT (-0.990951 51.995685)
Rennes School of Business,"Rennes School of Business, Brittany, France",47.3218697,1.4122556,POINT (1.4122556 47.3218697)
"Georgian College, Barrie","Georgian College, Barrie, Barrie, Canada",44.392302,-79.693521,POINT (-79.693521 44.392302)
University of Padua,"University of Padua, Padova, Italy",45.41667,11.86667,POINT (11.86667 45.41667)
Cullen College Of Engineering,"Cullen College Of Engineering, Texas, United States",47.6544189,-122.304234,POINT (-122.304234 47.6544189)
Glasgow Caledonian University,"Glasgow Caledonian University, Glasgow City, United Kingdom",55.86746635,-4.250245389417843,POINT (-4.250245389417843 55.86746635)
University of Chichester,"University of Chichester, West Sussex, United Kingdom",50.8449436,-0.7740064130646287,POINT (-0.7740064130646287 50.8449436)
The Hong Kong Polytechnic University,"The Hong Kong Polytechnic University, Kowloon, Hong Kong",22.30252,114.178748,POINT (114.178748 22.30252)
University of Roehampton,"University of Roehampton, London, United Kingdom",51.45827785,-0.24476033917207587,POINT (-0.2447603391720759 51.45827785)
Bay Atlantic University,"Bay Atlantic University, Washington, United States",47.66649,-122.30985,POINT (-122.30985 47.66649)
Tiffin University,"Tiffin University, Ohio, United States",41.11909795,-83.18530622947067,POINT (-83.18530622947067 41.11909795)
University of Suffolk,"University of Suffolk, Suffolk, United Kingdom",52.05239985,1.163400915771065,POINT (1.163400915771065 52.05239985)
University of Sunderland,"University of Sunderland, Sunderland, United Kingdom",54.90438685,-1.3917922587224556,POINT (-1.3917922587224556 54.90438685)
GISMA Business School,"GISMA Business School, Berlin, Germany",52.524198,13.289079,POINT (13.289079 52.524198)
Berlin School of Economics and Law,"Berlin School of Economics and Law, Berlin, Germany",50.2845549,8.062842204772133,POINT (8.062842204772133 50.2845549)
Robert Morris University,"Robert Morris University, Pennsylvania, United States",39.809061,-75.928362,POINT (-75.928362 39.809061)
Versailles Saint-Quentin-en-Yvelines University,"Versailles Saint-Quentin-en-Yvelines University, Versailles, France",48.782182899999995,2.2172101780272757,POINT (2.2172101780272757 48.782182899999995)
University of Applied Sciences Emden/Leer,"University of Applied Sciences Emden/Leer, Lower Saxony, Germany",53.2327625,7.4577265,POINT (7.4577265 53.2327625)
Arden University,"Arden University, Coventry, United Kingdom",52.385944,-1.564437,POINT (-1.564437 52.385944)
Berlin School of Business and Innovation,"Berlin School of Business and Innovation, Berlin, Germany",52.450521,13.29872,POINT (13.29872 52.450521)
University of Gloucestershire,"University of Gloucestershire, Gloucestershire, United Kingdom",51.87209,-2.22456,POINT (-2.22456 51.87209)
University of Oslo,"University of Oslo, Oslo, Norway",59.9414173,10.722768340750914,POINT (10.722768340750914 59.9414173)
University of Verona,"University of Verona, Verona, Italy",45.4384958,10.9924122,POINT (10.9924122 45.4384958)
Bocconi University,"Bocconi University, Milan, Italy",45.449719400000006,9.188710347570984,POINT (9.188710347570984 45.449719400000006)
Charles III University of Madrid,"Charles III University of Madrid, Madrid, Spain",40.4167047,-3.7035825,POINT (-3.7035825 40.4167047)
University of Pisa,"University of Pisa, Pisa, Italy",41.8854563,12.46229245,POINT (12.46229245 41.8854563)
Swiss Federal Institute of Technology Lausanne,"Swiss Federal Institute of Technology Lausanne, Lausanne, Switzerland",46.5218269,6.6327025,POINT (6.6327025 46.5218269)
University of Stavanger,"University of Stavanger, Stavanger, Norway",58.9377085,5.6937667,POINT (5.6937667 58.9377085)
SUNY Buffalo State University,"SUNY Buffalo State University, New York, United States",41.764046,-74.668646,POINT (-74.668646 41.764046)
Regents University London,"Regents University London, London, United Kingdom",51.49745,-0.101041,POINT (-0.101041 51.49745)
James Cook University,"James Cook University, Queensland, Australia",-16.8176693,145.6866791802405,POINT (145.6866791802405 -16.8176693)
Kiel University of Applied Science,"Kiel University of Applied Science, Brandenburg, Germany",50.130533549999996,8.692333113901654,POINT (8.692333113901654 50.130533549999996)
Berliner Hochschule für Technik (BHT),"Berliner Hochschule für Technik (BHT), Berlin, Germany",52.5442824,13.353129769195922,POINT (13.353129769195922 52.5442824)
CY Cergy Paris University,"CY Cergy Paris University, Toulouse, France",49.03957,2.075554,POINT (2.075554 49.03957)
University of Niagara Falls Canada,"University of Niagara Falls Canada, Ontario, Canada",43.08922395,-79.13885112760224,POINT (-79.13885112760224 43.08922395)
University of Brescia,"University of Brescia, Brescia, Italy",41.8854563,12.46229245,POINT (12.46229245 41.8854563)
EDC Paris Business School,"EDC Paris Business School, Île-de-France, France",48.68505075,2.1685415792301415,POINT (2.1685415792301415 48.68505075)
State University of New York at Plattsburgh,"State University of New York at Plattsburgh, New York, United States",44.6951801,-73.4549227,POINT (-73.4549227 44.6951801)
Radford University,"Radford University, Virginia, United States",37.13702415,-80.54996123561598,POINT (-80.54996123561598 37.13702415)
"Oklahoma State University, Tulsa","Oklahoma State University, Tulsa, Oklahoma, United States",36.1652853,-95.98784339848972,POINT (-95.98784339848972 36.1652853)
Pittsburg State University,"Pittsburg State University, Kansas, United States",37.39042995,-94.69539387974466,POINT (-94.69539387974466 37.39042995)
Alcorn State University,"Alcorn State University, Mississippi, United States",31.867556,-91.131076,POINT (-91.131076 31.867556)
"Griffith University, Brisbane","Griffith University, Brisbane, Queensland, Australia",-27.54662495,153.06429222548272,POINT (153.06429222548272 -27.54662495)
Freiberg University of Mining and Technology,"Freiberg University of Mining and Technology, Sohag, Germany",50.98432,11.016552,POINT (11.016552 50.98432)
École de Technologie Supérieure,"École de Technologie Supérieure, Quebec, Canada",46.8137431,-71.2084061,POINT (-71.2084061 46.8137431)
Youngstown State University,"Youngstown State University, Ohio, United States",41.096163,-80.643856,POINT (-80.643856 41.096163)
Oregon Health and Science University,"Oregon Health and Science University, Oregon, United States",45.49937,-122.686505,POINT (-122.686505 45.49937)
Université du Québec à Trois-Rivières,"Université du Québec à Trois-Rivières, Quebec, Canada",46.3467036,-72.57925798513565,POINT (-72.57925798513565 46.3467036)
INP-ENSEEIHT,"INP-ENSEEIHT, Occitanie, France",43.555982,1.503566,POINT (1.503566 43.555982)
Doshisha University,"Doshisha University, Kyoto, Japan",35.0304815,135.76063700464476,POINT (135.76063700464476 35.0304815)
Niigata University,"Niigata University, Niigata, Japan",37.868882299999996,138.94195665141598,POINT (138.94195665141598 37.868882299999996)
École centrale de Lille,"École centrale de Lille, Villeneuve-d'Ascq, France",50.60658885,3.1363691303828203,POINT (3.1363691303828203 50.60658885)
Université de Perpignan Via Domitia,"Université de Perpignan Via Domitia, Perpignan, France",42.68217395,2.899097853363573,POINT (2.899097853363573 42.68217395)
University of Alberta,"University of Alberta, Alberta, Canada",53.5243603,-113.52281926887633,POINT (-113.52281926887633 53.5243603)
