University Name,Address,lat,long,geometry
Technical University of Berlin,"Technical University of Berlin, Berlin, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Washington State University,"Washington State University, Washington, United States",46.7337716,-117.14980348311619,POINT (-117.14980348311619 46.7337716)
Florida International University,"Florida International University, Florida, United States",25.7553898,-80.3762832779774,POINT (-80.3762832779774 25.7553898)
University of Oklahoma,"University of Oklahoma, Oklahoma, United States",35.1959878,-97.44570827599858,POINT (-97.44570827599858 35.1959878)
Dartmouth College,"Dartmouth College, New Hampshire, United States",43.644386,-71.586283,POINT (-71.586283 43.644386)
Rensselaer Polytechnic Institute,"Rensselaer Polytechnic Institute, New York, United States",42.7298969,-73.67966781998861,POINT (-73.67966781998861 42.7298969)
Portland State University,"Portland State University, Oregon, United States",45.5162288,-122.6836169,POINT (-122.6836169 45.5162288)
Washington University in St. Louis,"Washington University in St. Louis, Missouri, United States",38.64724015,-90.3084017323959,POINT (-90.3084017323959 38.64724015)
"University of Missouri, Columbia","University of Missouri, Columbia, Missouri, United States",38.93641465,-92.32970301784542,POINT (-92.32970301784542 38.93641465)
The University of New South Wales,"The University of New South Wales, New South Wales, Australia",-33.88888125,151.18941425705117,POINT (151.18941425705117 -33.88888125)
University of Montreal,"University of Montreal, Quebec, Canada",45.5056348,-73.574852,POINT (-73.574852 45.5056348)
University of Wisconsin-Milwaukee,"University of Wisconsin-Milwaukee, Wisconsin, United States",43.05859025,-87.88611538501667,POINT (-87.88611538501667 43.05859025)
The University of Kansas,"The University of Kansas, Kansas, United States",39.0559267,-94.60903320003007,POINT (-94.60903320003007 39.0559267)
University of Manitoba,"University of Manitoba, Manitoba, Canada",49.815622,-97.118363,POINT (-97.118363 49.815622)
ETH Zurich,"ETH Zurich, Z'rich, Switzerland",47.40784,8.507826,POINT (8.507826 47.40784)
University of Cambridge,"University of Cambridge, Cambridgeshire, United Kingdom",52.202375,0.121627,POINT (0.121627 52.202375)
University of Stuttgart,"University of Stuttgart, Baden-Warttemberg, Germany",-24.734259,-47.557833,POINT (-47.557833 -24.734259)
University of Tennessee at Knoxville,"University of Tennessee at Knoxville, Tennessee, United States",35.950619,-83.933526,POINT (-83.933526 35.950619)
"Deakin University, Melbourne","Deakin University, Melbourne, Victoria, Australia",-37.847513649999996,145.11494735286496,POINT (145.11494735286496 -37.847513649999996)
Temple University,"Temple University, Pennsylvania, United States",40.164553,-75.192397,POINT (-75.192397 40.164553)
"Southern Illinois University, Carbondale","Southern Illinois University, Carbondale, Illinois, United States",37.7083423,-89.22755559722675,POINT (-89.22755559722675 37.7083423)
The University of Sydney,"The University of Sydney, New South Wales, Australia",-33.88888125,151.18941425705117,POINT (151.18941425705117 -33.88888125)
Louisiana State University,"Louisiana State University, Louisiana, United States",30.41118,-91.17949,POINT (-91.17949 30.41118)
KTH Royal Institute of Technology,"KTH Royal Institute of Technology, Stockholms l'n, Sweden",59.201676,17.62032,POINT (17.62032 59.201676)
Karlsruhe Institute of Technology,"Karlsruhe Institute of Technology, Baden-Warttemberg, Germany",40.955046,-5.650342,POINT (-5.650342 40.955046)
University of Notre Dame,"University of Notre Dame, Indiana, United States",41.704567749999995,-86.23822026017265,POINT (-86.23822026017265 41.704567749999995)
University of Edinburgh,"University of Edinburgh, Edinburgh, United Kingdom",55.94407645,-3.1883735563964555,POINT (-3.1883735563964555 55.94407645)
"University of Nebraska, Lincoln","University of Nebraska, Lincoln, Nebraska, United States",40.8199029,-96.7018502,POINT (-96.7018502 40.8199029)
University College London,"University College London, London, United Kingdom",51.52420305,-0.13300072425929543,POINT (-0.1330007242592954 51.52420305)
The University of Queensland,"The University of Queensland, Queensland, Australia",-27.49741805,153.01316955983583,POINT (153.01316955983583 -27.49741805)
North Dakota State University,"North Dakota State University, North Dakota, United States",46.897155,-96.81826543221285,POINT (-96.81826543221285 46.897155)
California Polytechnic State University,"California Polytechnic State University, California, United States",37.0262692,-121.85199093711628,POINT (-121.85199093711628 37.0262692)
"California State Polytechnic University, Pomona","California State Polytechnic University, Pomona, California, United States",34.04829465,-117.81510133547494,POINT (-117.81510133547494 34.04829465)
University of New Mexico,"University of New Mexico, New Mexico, United States",35.08663275,-106.62020940505188,POINT (-106.62020940505188 35.08663275)
"The City College of New York, CCNY","The City College of New York, CCNY, New York, United States",40.81819805,-73.95100897933364,POINT (-73.95100897933364 40.81819805)
University of Memphis,"University of Memphis, Tennessee, United States",35.1189387,-89.93721959965887,POINT (-89.93721959965887 35.1189387)
Bowling Green State University,"Bowling Green State University, Ohio, United States",41.3992178,-82.595655667719,POINT (-82.595655667719 41.3992178)
University of Oregon,"University of Oregon, Oregon, United States",44.04434225,-123.07762592699092,POINT (-123.07762592699092 44.04434225)
Ecole Polytechnique Fédérale de Lausanne,"Ecole Polytechnique Fédérale de Lausanne, Vaud, Switzerland",46.518659400000004,6.566561505148001,POINT (6.566561505148001 46.518659400000004)
University of Leeds,"University of Leeds, Leeds, United Kingdom",53.80677435,-1.5562877504739676,POINT (-1.5562877504739676 53.80677435)
The University of Auckland,"The University of Auckland, Auckland, New Zealand",-36.939795,174.884873,POINT (174.884873 -36.939795)
University of Miami,"University of Miami, Florida, United States",25.73788,-80.27894,POINT (-80.27894 25.73788)
Queensland University of Technology,"Queensland University of Technology, Queensland, Australia",-27.685222,152.90725,POINT (152.90725 -27.685222)
South Dakota State University,"South Dakota State University, South Dakota, United States",44.347967,-96.798171,POINT (-96.798171 44.347967)
"University of Nevada, Las Vegas","University of Nevada, Las Vegas, Nevada, United States",36.10782625,-115.14186111825259,POINT (-115.14186111825259 36.10782625)
Swinburne University of Technology,"Swinburne University of Technology, Victoria, Australia",-37.820558500000004,145.03857627268115,POINT (145.03857627268115 -37.820558500000004)
University of Idaho,"University of Idaho, Idaho, United States",46.72379775,-117.02043898436474,POINT (-117.02043898436474 46.72379775)
Kennesaw State University,"Kennesaw State University, Georgia, United States",34.03823,-84.58408,POINT (-84.58408 34.03823)
Auckland University of Technology,"Auckland University of Technology, Auckland, New Zealand",-36.8529871,174.76641995267917,POINT (174.76641995267917 -36.8529871)
Montana State University at Bozeman,"Montana State University at Bozeman, Montana, United States",45.664732,-111.066898,POINT (-111.066898 45.664732)
The University of Tokyo,"The University of Tokyo, Tokyo, Japan",35.71339,139.76232,POINT (139.76232 35.71339)
The University of Western Australia,"The University of Western Australia, Western Australia, Australia",-31.98052,115.81942,POINT (115.81942 -31.98052)
University of Louisiana at Lafayette,"University of Louisiana at Lafayette, Louisiana, United States",30.21928995,-92.04138304137905,POINT (-92.04138304137905 30.21928995)
Miami University,"Miami University, Ohio, United States",39.5094198,-84.7311545671451,POINT (-84.7311545671451 39.5094198)
Bauhaus-Universität Weimar,"Bauhaus-Universität Weimar, Thuringia, Germany",50.9751646,11.3294633,POINT (11.3294633 50.9751646)
Griffith University,"Griffith University, Queensland, Australia",-27.54662495,153.06429222548272,POINT (153.06429222548272 -27.54662495)
Lancaster University,"Lancaster University, Lancashire, United Kingdom",54.01065,-2.784967,POINT (-2.784967 54.01065)
University of South Australia,"University of South Australia, South Australia, Australia",-34.8088,138.62028,POINT (138.62028 -34.8088)
California Baptist University,"California Baptist University, California, United States",33.928323899999995,-117.42592062058485,POINT (-117.42592062058485 33.928323899999995)
University of Tasmania,"University of Tasmania, Tasmania, Australia",-31.95321805,152.55553581840277,POINT (152.55553581840277 -31.95321805)
Lund University,"Lund University, Sk'ne l'n, Sweden",59.3233062,18.095834428332502,POINT (18.095834428332502 59.3233062)
Ball State University,"Ball State University, Indiana, United States",40.223857,-85.424668,POINT (-85.424668 40.223857)
University of Liverpool,"University of Liverpool, Liverpool, United Kingdom",53.40724285,-2.965833661018871,POINT (-2.965833661018871 53.40724285)
Newcastle University,"Newcastle University, Newcastle upon Tyne, United Kingdom",54.98017505,-1.6146802127187847,POINT (-1.6146802127187847 54.98017505)
"Northeastern University, Seattle","Northeastern University, Seattle, Washington, United States",47.6230201,-122.3373546,POINT (-122.3373546 47.6230201)
Kingston University London,"Kingston University London, Kingston upon Thames, United Kingdom",51.403073899999995,-0.3032181426130893,POINT (-0.3032181426130893 51.403073899999995)
Florida Agricultural and Mechanical University,"Florida Agricultural and Mechanical University, Florida, United States",40.005118,-83.027188,POINT (-83.027188 40.005118)
Claremont Graduate University,"Claremont Graduate University, California, United States",37.870173,-122.220592,POINT (-122.220592 37.870173)
University of Newcastle,"University of Newcastle, New South Wales, Australia",-32.8818,151.6846,POINT (151.6846 -32.8818)
University of Kassel,"University of Kassel, Hesse, Germany",51.303706250000005,9.414465124062877,POINT (9.414465124062877 51.303706250000005)
Tulane University,"Tulane University, New York, United States",40.750378,-73.822503,POINT (-73.822503 40.750378)
Laurentian University,"Laurentian University, Sudbury, Canada",46.4666416,-80.9738711,POINT (-80.9738711 46.4666416)
University of Bristol,"University of Bristol, Bristol, United Kingdom",51.458006,-2.603117,POINT (-2.603117 51.458006)
University of Detroit Mercy,"University of Detroit Mercy, Michigan, United States",42.33828245,-83.08727389654823,POINT (-83.08727389654823 42.33828245)
University of Wuppertal,"University of Wuppertal, North Rhine-Westphilia, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Prairie View A&M University,"Prairie View A&M University, Texas, United States",35.3357997,-93.5242891,POINT (-93.5242891 35.3357997)
University of Canberra,"University of Canberra, Australian Capital Territory, Australia",-33.735146,151.004134,POINT (151.004134 -33.735146)
Kyushu University,"Kyushu University, Fukuoka, Japan",33.608295299999995,130.41698498845255,POINT (130.41698498845255 33.608295299999995)
Bond University,"Bond University, Queensland, Australia",-27.54662495,153.06429222548272,POINT (153.06429222548272 -27.54662495)
University of Hartford,"University of Hartford, Connecticut, United States",41.8002648,-72.71412054842195,POINT (-72.71412054842195 41.8002648)
Catholic University Of America,"Catholic University Of America, District of Columbia, United States",38.937293,-77.001309,POINT (-77.001309 38.937293)
University of the District of Columbia,"University of the District of Columbia, Washington, United States",40.032089,-76.5016402,POINT (-76.5016402 40.032089)
"Nottingham Trent University, City Campus","Nottingham Trent University, City Campus, Nottingham, United Kingdom",52.957732199999995,-1.1561587845079129,POINT (-1.1561587845079129 52.957732199999995)
Hampton University,"Hampton University, Virginia, United States",37.0210096,-76.33862554102596,POINT (-76.33862554102596 37.0210096)
University of Portsmouth,"University of Portsmouth, Portsmouth, United Kingdom",50.796333,-1.040133,POINT (-1.040133 50.796333)
Morgan State University,"Morgan State University, Maryland, United States",39.342929,-76.58359,POINT (-76.58359 39.342929)
University of Westminster,"University of Westminster, London, United Kingdom",51.5776153,-0.326252,POINT (-0.326252 51.5776153)
University of Dundee,"University of Dundee, Dundee City, United Kingdom",56.45796755,-2.9821483135375493,POINT (-2.9821483135375493 56.45796755)
"Conestoga College, Kitchener–Doon","Conestoga College, Kitchener–Doon, Kitchener, Canada",43.392147,-80.404125,POINT (-80.404125 43.392147)
Lincoln University,"Lincoln University, Canterbury, New Zealand",-43.643494,172.467894,POINT (172.467894 -43.643494)
Tokyo University of Science,"Tokyo University of Science, Tokyo, Japan",35.71339,139.76232,POINT (139.76232 35.71339)
Savannah College of Art and Design,"Savannah College of Art and Design, Georgia, United States",32.143122,-81.04755066294668,POINT (-81.04755066294668 32.143122)
University of Notre Dame Australia,"University of Notre Dame Australia, Western Australia, Australia",-32.054062,115.743943,POINT (115.743943 -32.054062)
London South Bank University,"London South Bank University, London, United Kingdom",51.497703200000004,-0.10180888945112561,POINT (-0.1018088894511256 51.497703200000004)
Rhode Island School of Design,"Rhode Island School of Design, Rhode Island, United States",41.8262294,-71.4081213,POINT (-71.4081213 41.8262294)
The New School,"The New School, New York, United States",40.73547915,-73.9970708835668,POINT (-73.9970708835668 40.73547915)
Kobe University,"Kobe University, Hyogo, Japan",34.72758,135.23705326057097,POINT (135.23705326057097 34.72758)
Wentworth Institute of Technology,"Wentworth Institute of Technology, Massachusetts, United States",42.357767,-71.096983,POINT (-71.096983 42.357767)
University of the Fraser Valley,"University of the Fraser Valley, British Columbia, Canada",49.157031,-121.961679,POINT (-121.961679 49.157031)
School of the Art Institute of Chicago,"School of the Art Institute of Chicago, Illinois, United States",41.8789896,-87.62149960084983,POINT (-87.62149960084983 41.8789896)
Leeds Beckett University,"Leeds Beckett University, Leeds, United Kingdom",53.826144150000005,-1.5933537200236456,POINT (-1.5933537200236456 53.826144150000005)
Thomas Jefferson University,"Thomas Jefferson University, Pennsylvania, United States",40.091259,-75.163689,POINT (-75.163689 40.091259)
University of Central Lancashire,"University of Central Lancashire, Lancashire, United Kingdom",51.536749,-0.12457,POINT (-0.12457 51.536749)
University of Salford,"University of Salford, Salford, United Kingdom",53.4886422,-2.2783094237220456,POINT (-2.2783094237220456 53.4886422)
Yamaguchi University,"Yamaguchi University, Yamaguchi, Japan",34.1480761,131.4686776285103,POINT (131.4686776285103 34.1480761)
De Montfort University,"De Montfort University, Leicester, United Kingdom",52.630060900000004,-1.1398434074941486,POINT (-1.1398434074941486 52.630060900000004)
Pratt Institute,"Pratt Institute, New York, United States",40.69133825,-73.96301632978006,POINT (-73.96301632978006 40.69133825)
The University of Hong Kong,"The University of Hong Kong, Pok Fu Lam, Hong Kong",22.283269,114.136744,POINT (114.136744 22.283269)
Robert Gordon University,"Robert Gordon University, Aberdeen City, United Kingdom",57.1187364,-2.139306576766816,POINT (-2.139306576766816 57.1187364)
Solent University,"Solent University, Hampshire, United Kingdom",50.908184,-1.401085,POINT (-1.401085 50.908184)
Frankfurt University of Applied Sciences,"Frankfurt University of Applied Sciences, Frankfurt, Germany",50.130533549999996,8.692333113901654,POINT (8.692333113901654 50.130533549999996)
SRH University Heidelberg,"SRH University Heidelberg, Heidelberg, Germany",49.4093582,8.694724,POINT (8.694724 49.4093582)
Sault College,"Sault College, Sault, Canada",46.5325439,-84.31150354548515,POINT (-84.31150354548515 46.5325439)
University of Brighton,"University of Brighton, Brighton and Hove, United Kingdom",50.85931,-0.086693,POINT (-0.086693 50.85931)
City University of Hong Kong,"City University of Hong Kong, Kowloon, Hong Kong",22.33653,114.174398,POINT (114.174398 22.33653)
Sapienza University of Rome,"Sapienza University of Rome, Roma, Italy",41.90386,12.51489,POINT (12.51489 41.90386)
Norwich University,"Norwich University, Vermont, United States",44.137085,-72.660743,POINT (-72.660743 44.137085)
"Goldsmiths, University of London","Goldsmiths, University of London, London, United Kingdom",51.4736302,-0.037246446695101076,POINT (-0.0372464466951011 51.4736302)
The Chinese University of Hong Kong,"The Chinese University of Hong Kong, New Territories, Hong Kong",22.418531,114.214437,POINT (114.214437 22.418531)
Southern California Institute Of Architecture,"Southern California Institute Of Architecture, California, United States",34.043179,-118.232807,POINT (-118.232807 34.043179)
University of Lincoln,"University of Lincoln, Lincolnshire, United Kingdom",53.2297151,-0.550105,POINT (-0.550105 53.2297151)
California College of Arts,"California College of Arts, California, United States",37.8361421,-122.25044572879162,POINT (-122.25044572879162 37.8361421)
University for the Creative Arts,"University for the Creative Arts, Kent, United Kingdom",51.2162625,-0.8060567021382656,POINT (-0.8060567021382656 51.2162625)
Polytechnic University of Turin,"Polytechnic University of Turin, Turin, Italy",45.0677551,7.6824892,POINT (7.6824892 45.0677551)
Royal College of Art,"Royal College of Art, London, United Kingdom",51.4792809,-0.17045508721674918,POINT (-0.1704550872167492 51.4792809)
Politecnico di Milano,"Politecnico di Milano, Milan, Italy",45.4782,9.22843,POINT (9.22843 45.4782)
Politecnico di Torino,"Politecnico di Torino, Turin, Italy",45.063697399999995,7.657526334442466,POINT (7.657526334442466 45.063697399999995)
Royal Danish Academy,"Royal Danish Academy, Hovedstaden, Denmark",55.6731787,12.5737989,POINT (12.5737989 55.6731787)
Boston Architectural College,"Boston Architectural College, Massachusetts, United States",42.3484348,-71.08592515016778,POINT (-71.08592515016778 42.3484348)
Norwich University Of The Arts,"Norwich University Of The Arts, Norfolk, United Kingdom",52.6308773,1.29499856903557,POINT (1.29499856903557 52.6308773)
HafenCity University Hamburg,"HafenCity University Hamburg, Hamburg, Germany",53.54028945,10.00488951198924,POINT (10.00488951198924 53.54028945)
"University of Illinois Chicago, Global","University of Illinois Chicago, Global, Illinois, United States",41.867535,-87.652416,POINT (-87.652416 41.867535)
Woodbury University,"Woodbury University, California, United States",34.2078523,-118.34097000260238,POINT (-118.34097000260238 34.2078523)
NewSchool of Architecture & Design,"NewSchool of Architecture & Design, California, United States",32.7133688,-117.1533911,POINT (-117.1533911 32.7133688)
Arts University Bournemouth,"Arts University Bournemouth, Poole, United Kingdom",50.74127085,-1.8980130014173806,POINT (-1.8980130014173806 50.74127085)
New York University,"New York University, New York, United States",40.7306773,-73.9994085,POINT (-73.9994085 40.7306773)
Purdue University West Lafayette,"Purdue University West Lafayette, Indiana, United States",40.430028,-86.92642114650494,POINT (-86.92642114650494 40.430028)
University of Colorado Boulder,"University of Colorado Boulder, Colorado, United States",40.00759835,-105.26910078017822,POINT (-105.26910078017822 40.00759835)
Michigan State University,"Michigan State University, Michigan, United States",42.70237935,-84.48038686520441,POINT (-84.48038686520441 42.70237935)
San Diego State University,"San Diego State University, California, United States",32.7761529,-117.07330366921886,POINT (-117.07330366921886 32.7761529)
"California State University, Fullerton","California State University, Fullerton, California, United States",33.8830939,-117.88521521398181,POINT (-117.88521521398181 33.8830939)
"California State University, Long Beach","California State University, Long Beach, California, United States",33.78177085,-118.11520014816904,POINT (-118.11520014816904 33.78177085)
George Mason University,"George Mason University, Virginia, United States",38.83133325,-77.30798838879116,POINT (-77.30798838879116 38.83133325)
University of Windsor,"University of Windsor, Ontario, Canada",42.301077,-83.05041,POINT (-83.05041 42.301077)
Concordia University,"Concordia University, Montreal, Canada",45.4952479,-73.57858216019235,POINT (-73.57858216019235 45.4952479)
California Institute Of Technology,"California Institute Of Technology, California, United States",37.797521,-122.433611,POINT (-122.433611 37.797521)
Santa Clara University,"Santa Clara University, California, United States",37.3531034,-121.936229,POINT (-121.936229 37.3531034)
Colorado State University,"Colorado State University, Colorado, United States",40.569628,-105.085746,POINT (-105.085746 40.569628)
"California State University, Los Angeles","California State University, Los Angeles, California, United States",34.066494899999995,-118.16714151663223,POINT (-118.16714151663223 34.066494899999995)
Michigan Technological University,"Michigan Technological University, Michigan, United States",47.1099114,-88.55115132129092,POINT (-88.55115132129092 47.1099114)
Johns Hopkins University,"Johns Hopkins University, Maryland, United States",39.24177,-76.93636,POINT (-76.93636 39.24177)
Texas A&M University - Kingsville,"Texas A&M University - Kingsville, Texas, United States",36.1979366,-76.0099227,POINT (-76.0099227 36.1979366)
University of Ottawa,"University of Ottawa, Ottawa, Canada",45.42252705,-75.68339041611182,POINT (-75.68339041611182 45.42252705)
University of North Carolina at Chapel Hill,"University of North Carolina at Chapel Hill, North Carolina, United States",35.90503535,-79.04775326525107,POINT (-79.04775326525107 35.90503535)
University of Dayton,"University of Dayton, Ohio, United States",39.7385352,-84.17304167397326,POINT (-84.17304167397326 39.7385352)
Cleveland State University,"Cleveland State University, Ohio, United States",41.50258335,-81.67508708526213,POINT (-81.67508708526213 41.50258335)
Queen's University,"Queen's University, Kingston, Canada",44.22634885,-76.49575545601735,POINT (-76.49575545601735 44.22634885)
"California State University, Sacramento","California State University, Sacramento, California, United States",38.5599044,-121.42408187463846,POINT (-121.42408187463846 38.5599044)
University of Pittsburgh,"University of Pittsburgh, Pennsylvania, United States",40.44415295,-79.96246095144505,POINT (-79.96246095144505 40.44415295)
Oklahoma State University - Stillwater,"Oklahoma State University - Stillwater, Oklahoma, United States",36.128476750000004,-97.08398055028107,POINT (-97.08398055028107 36.128476750000004)
McMaster University,"McMaster University, Hamilton, Canada",43.263939699999995,-79.917825231868,POINT (-79.917825231868 43.263939699999995)
Auburn University,"Auburn University, Alabama, United States",32.6299692,-85.5122373,POINT (-85.5122373 32.6299692)
University of Central Florida,"University of Central Florida, Florida, United States",28.5421109,-81.3790304,POINT (-81.3790304 28.5421109)
Florida State University,"Florida State University, Florida, United States",30.4419,-84.29085,POINT (-84.29085 30.4419)
University of New Haven,"University of New Haven, Connecticut, United States",41.29091365,-72.96263883692575,POINT (-72.96263883692575 41.29091365)
University of Connecticut,"University of Connecticut, Connecticut, United States",41.819012,-72.235763,POINT (-72.235763 41.819012)
Missouri University of Science and Technology,"Missouri University of Science and Technology, Missouri, United States",38.775327,-90.784488,POINT (-90.784488 38.775327)
"California State University, Fresno","California State University, Fresno, California, United States",36.820996300000004,-119.73729762569181,POINT (-119.73729762569181 36.820996300000004)
University of Victoria,"University of Victoria, British Columbia, Canada",48.46205995,-123.31141980604804,POINT (-123.31141980604804 48.46205995)
Drexel University,"Drexel University, Pennsylvania, United States",39.9569305,-75.18992654517834,POINT (-75.18992654517834 39.9569305)
"University of Missouri, Kansas City","University of Missouri, Kansas City, Missouri, United States",39.03924035,-94.57248659618713,POINT (-94.57248659618713 39.03924035)
Lakehead University,"Lakehead University, Thunder Bay, Canada",48.41829185,-89.261716,POINT (-89.261716 48.41829185)
University of Massachusetts Lowell,"University of Massachusetts Lowell, Massachusetts, United States",42.651909700000004,-71.31736283953776,POINT (-71.31736283953776 42.651909700000004)
West Virginia University,"West Virginia University, West Virginia, United States",37.584251,-81.538219,POINT (-81.538219 37.584251)
Southern Methodist University,"Southern Methodist University, Texas, United States",32.841801149999995,-96.78152810147064,POINT (-96.78152810147064 32.841801149999995)
Lehigh University,"Lehigh University, Pennsylvania, United States",40.507616,-75.78204,POINT (-75.78204 40.507616)
University of Alabama at Birmingham,"University of Alabama at Birmingham, Alabama, United States",33.506734,-86.803268,POINT (-86.803268 33.506734)
University of South Carolina,"University of South Carolina, South Carolina, United States",33.996853,-81.027671,POINT (-81.027671 33.996853)
"University of Alabama, Huntsville","University of Alabama, Huntsville, Alabama, United States",34.7249108,-86.6404909520731,POINT (-86.6404909520731 34.7249108)
Florida Institute of Technology,"Florida Institute of Technology, Florida, United States",28.064270999999998,-80.6230040282868,POINT (-80.6230040282868 28.064270999999998)
University of Saskatchewan,"University of Saskatchewan, Saskatchewan, Canada",52.13441935,-106.6277768327002,POINT (-106.6277768327002 52.13441935)
Western Michigan University,"Western Michigan University, Michigan, United States",42.283939,-85.613247,POINT (-85.613247 42.283939)
University of Delaware,"University of Delaware, Delaware, United States",39.6616,-75.7488,POINT (-75.7488 39.6616)
Lamar University,"Lamar University, Texas, United States",30.03889465,-94.07589293260585,POINT (-94.07589293260585 30.03889465)
University of New Brunswick,"University of New Brunswick, New Brunswick, Canada",45.945530250000004,-66.64018313486694,POINT (-66.64018313486694 45.945530250000004)
Mississippi State University,"Mississippi State University, Mississippi, United States",33.4386876,-88.79432320417112,POINT (-88.79432320417112 33.4386876)
Utah State University,"Utah State University, Utah, United States",41.765488,-111.816238,POINT (-111.816238 41.765488)
Bradley University,"Bradley University, Illinois, United States",40.6986316,-89.6119125,POINT (-89.6119125 40.6986316)
Technical University of Hamburg,"Technical University of Hamburg, Hamburg, Germany",51.752276,10.872336,POINT (10.872336 51.752276)
Northern Arizona University,"Northern Arizona University, Arizona, United States",35.1834428,-111.65500037883243,POINT (-111.65500037883243 35.1834428)
"Southern Illinois University, Edwardsville","Southern Illinois University, Edwardsville, Illinois, United States",38.794161599999995,-90.00027885501575,POINT (-90.00027885501575 38.794161599999995)
Penn State Harrisburg,"Penn State Harrisburg, Pennsylvania, United States",40.28766,-76.89848,POINT (-76.89848 40.28766)
University of Glasgow,"University of Glasgow, Glasgow City, United Kingdom",55.872315349999994,-4.289219112981823,POINT (-4.289219112981823 55.872315349999994)
Ohio University,"Ohio University, Ohio, United States",40.00164575,-83.01973744224524,POINT (-83.01973744224524 40.00164575)
Vanderbilt University,"Vanderbilt University, Tennessee, United States",36.14380105,-86.80281889095295,POINT (-86.80281889095295 36.14380105)
Penn State Great Valley,"Penn State Great Valley, Pennsylvania, United States",40.8025835,-77.85593833184565,POINT (-77.85593833184565 40.8025835)
University of Texas at Tyler,"University of Texas at Tyler, Texas, United States",32.316307800000004,-95.25369943794593,POINT (-95.25369943794593 32.316307800000004)
University of Arkansas,"University of Arkansas, Arkansas, United States",36.09352375,-94.17708979491738,POINT (-94.17708979491738 36.09352375)
The University of Alabama,"The University of Alabama, Alabama, United States",30.697247,-88.182276,POINT (-88.182276 30.697247)
North Carolina Agricultural and Technical State University,"North Carolina Agricultural and Technical State University, North Carolina, United States",36.0781271,-79.77054699357666,POINT (-79.77054699357666 36.0781271)
Curtin University,"Curtin University, Western Australia, Australia",-32.0057281,115.8929073394684,POINT (115.8929073394684 -32.0057281)
Old Dominion University,"Old Dominion University, Virginia, United States",38.033035,-78.504878,POINT (-78.504878 38.033035)
University of Kentucky,"University of Kentucky, Kentucky, United States",37.478897,-82.5209472,POINT (-82.5209472 37.478897)
University of Akron,"University of Akron, Ohio, United States",41.07573825,-81.51145320375983,POINT (-81.51145320375983 41.07573825)
The University of Toledo,"The University of Toledo, Ohio, United States",41.6582432,-83.61478734161769,POINT (-83.61478734161769 41.6582432)
University of Wollongong,"University of Wollongong, New South Wales, Australia",-34.40505545,150.87834654727789,POINT (150.87834654727789 -34.40505545)
Villanova University,"Villanova University, Pennsylvania, United States",40.0367774,-75.34202332002798,POINT (-75.34202332002798 40.0367774)
University of Mississippi,"University of Mississippi, Mississippi, United States",45.5514941,-122.6755826,POINT (-122.6755826 45.5514941)
Brigham Young University,"Brigham Young University, Utah, United States",40.753008,-111.820293,POINT (-111.820293 40.753008)
University of Bath,"University of Bath, Bath and North East Somerset, United Kingdom",51.378751050000005,-2.334089807238425,POINT (-2.334089807238425 51.378751050000005)
University of Louisville,"University of Louisville, Kentucky, United States",38.2484579,-85.7429012,POINT (-85.7429012 38.2484579)
New Mexico State University,"New Mexico State University, New Mexico, United States",34.498624,-106.108278,POINT (-106.108278 34.498624)
The University of Texas at El Paso,"The University of Texas at El Paso, Texas, United States",31.77570475,-106.50628747547725,POINT (-106.50628747547725 31.77570475)
Royal Military College of Canada,"Royal Military College of Canada, Kingston, Canada",44.23173535,-76.46810931379696,POINT (-76.46810931379696 44.23173535)
University of Twente,"University of Twente, Overijssel, Netherlands",51.924557,4.473228,POINT (4.473228 51.924557)
Louisiana Tech University,"Louisiana Tech University, Louisiana, United States",32.5263599,-92.6478015444252,POINT (-92.6478015444252 32.5263599)
University of Minnesota Duluth,"University of Minnesota Duluth, Minnesota, United States",46.8203898,-92.08527412081386,POINT (-92.08527412081386 46.8203898)
Ruhr University Bochum,"Ruhr University Bochum, North Rhine-Westphilia, Germany",51.444157649999994,7.260965412383296,POINT (7.260965412383296 51.444157649999994)
Boise State University,"Boise State University, Idaho, United States",43.6031707,-116.20261074563308,POINT (-116.20261074563308 43.6031707)
University of South Alabama,"University of South Alabama, Alabama, United States",30.697247,-88.182276,POINT (-88.182276 30.697247)
NYU Tandon School of Engineering,"NYU Tandon School of Engineering, New York, United States",40.694692,-73.982965,POINT (-73.982965 40.694692)
"University of Duisburg, Essen","University of Duisburg, Essen, North Rhine-Westphilia, Germany",51.4122,7.06112,POINT (7.06112 51.4122)
Tennessee Technological University,"Tennessee Technological University, Tennessee, United States",36.17487355,-85.50890513995023,POINT (-85.50890513995023 36.17487355)
University of Siegen,"University of Siegen, North Rhine-Westphilia, Germany",52.4938798,13.4467241,POINT (13.4467241 52.4938798)
Virginia Polytechnic Institute and State University,"Virginia Polytechnic Institute and State University, Virginia, United States",37.22192675,-80.42728184013652,POINT (-80.42728184013652 37.22192675)
Victoria University,"Victoria University, Victoria, Australia",-37.707721,144.563897,POINT (144.563897 -37.707721)
University of North Dakota,"University of North Dakota, North Dakota, United States",47.926541150000006,-97.07212085037051,POINT (-97.07212085037051 47.926541150000006)
University of Tennessee at Chattanooga,"University of Tennessee at Chattanooga, Tennessee, United States",35.0457219,-85.3094883,POINT (-85.3094883 35.0457219)
