University Name,State,Country,Course Name,Average Fees (Per Year),Currency
Northeastern Illinois University,Illinois,United States,MPH in Public Health,19467.0,USD
University of Warwick,Coventry,United Kingdom,MPH in Public Health,31750.0,GBP
University of Leeds,Leeds,United Kingdom,MPH in Public Health (International),27500.0,GBP
Curtin University,Western Australia,Australia,Masters in Public Health (Practice),41234.0,AUD
Curtin University,Western Australia,Australia,Masters in Public Health,41234.0,AUD
The University of Auckland,Auckland,New Zealand,Masters in Public Health,48386.0,NZ
University of Miami,Florida,United States,MPH in Public Health,54248.0,USD
Grand Valley State University,Michigan,United States,Masters in Public Health,,USD
Old Dominion University,Virginia,United States,MPH in Public Health,30939.0,USD
University of Technology Sydney,New South Wales,Australia,Masters in  Indigenous Health (Research),19840.0,AUD
"Long Island University, Brooklyn",New York,United States,MPH in Public Health,28392.0,USD
"California State University, San Marcos",California,United States,MPH in Public Health,43895.0,USD
Oakland University,Michigan,United States,Masters in Public Health,,USD
Queensland University of Technology,Queensland,Australia,MPH in Public Health,34400.0,AUD
University of Kentucky,Kentucky,United States,Masters in Public Health,34260.0,USD
King's College London,London,United Kingdom,MSc in Dental Public Health,31080.0,GBP
King's College London,London,United Kingdom,Masters in Public Health,33258.0,GBP
The University of Toledo,Ohio,United States,M.P.H. in Public Health,21041.0,USD
Chemnitz University of Technology,Sohag,Germany,MSc in Public Health - Prevention and Evaluation,1000.0,EUR
"University of Michigan, Flint",Michigan,United States,MPH in Public Health,22260.0,USD
University of Wollongong,New South Wales,Australia,Masters in Public Health,44568.0,AUD
La Trobe University,Melbourne,Australia,Masters in Public Health,38000.0,AUD
"La Trobe University, Melbourne",Victoria,Australia,Masters in Digital Health,36600.0,AUD
The University of Manchester,Manchester,United Kingdom,Masters in Public Health,26000.0,GBP
Freie University of Berlin,Berlin,Germany,Masters in Public Health,,EUR
"University of Nebraska, Omaha",Nebraska,United States,Masters in Public Health,,USD
University of Mississippi,Mississippi,United States,MPH in Public Health,14112.0,USD
Brigham Young University,Utah,United States,MPH in Public Health,23040.0,USD
University of Louisville,Kentucky,United States,MPH in Global Public Health,27114.0,USD
University of Louisville,Kentucky,United States,Masters in Public Health,33075.0,USD
Adelphi University,New York,United States,Masters in Public Health,34088.0,USD
Kennesaw State University,Georgia,United States,Masters in Public Health,,USD
New Mexico State University,New Mexico,United States,Masters in Public Health,,USD
Macquarie University,New South Wales,Australia,Masters in Public Health (1.5 years),39400.0,AUD
Macquarie University,New South Wales,Australia,Masters in Public Health,39400.0,AUD
