University Name,State,Country,Course Name,Average Fees (Per Year),Currency
Loughborough University,Leicestershire,United Kingdom,MA in International Security,20800.0,GBP
University of Tasmania,Tasmania,Australia,Masters in International Politics,,AUD
Fairfax University of America,Virginia,United States,Masters in International Relations,,USD
Baylor University,Texas,United States,MA in International Relations,43578.0,USD
University of Liverpool,Liverpool,United Kingdom,Masters in International Relations and Security,20400.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MA in International Relations and East Asia,20950.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MA in International Relations,23760.0,GBP
The University of Sheffield,Sheffield,United Kingdom,MA in International Public and Political Communication,23200.0,GBP
Troy University,Alabama,United States,Masters in International Relations,,USD
Newcastle University,Newcastle upon Tyne,United Kingdom,MA in International Relations,21600.0,GBP
Newcastle University,Newcastle upon Tyne,United Kingdom,Masters in International Relations,20400.0,GBP
University of Strathclyde,Glasgow City,United Kingdom,MSc in International Relations,17400.0,GBP
Kingston University London,Kingston upon Thames,United Kingdom,MSc in International Relations,15400.0,GBP
Massey University,Manawatu-Wanganui,New Zealand,MA in Politics and International Relations,32667.0,NZ
Marquette University,Wisconsin,United States,Masters in International Affairs,19425.0,USD
Utrecht University,Utrecht,Netherlands,MA in International Relations in Historical Perspective,20043.0,EUR
Flinders University,South Australia,Australia,Masters in International Relations,33900.0,AUD
University of South Dakota,South Dakota,United States,Masters in International Relations,,USD
University of Leicester,Leicester,United Kingdom,MA in International Relations,16850.0,GBP
University of North Florida,Florida,United States,Masters in International Affairs,,USD
University of Potsdam,Brandenburg,Germany,Masters in International Relations,,EUR
Constructor University,Bremen,Germany,MA in International Relations,,EUR
American University,Washington,United States,MA in International Economic Relations,34596.0,USD
University of Nottingham,Nottingham,United Kingdom,MA in International Relations,21000.0,GBP
Brunel University,London,United Kingdom,MA in International Relations,23615.0,GBP
Victoria University of Wellington,Wellington,New Zealand,MIR in International Relations,48200.0,NZ
University of Bristol,Bristol,United Kingdom,MSc in International Relations,25400.0,GBP
University of Bristol,Bristol,United Kingdom,MSc in Gender and International Relations,21200.0,GBP
Murdoch University,Western Australia,Australia,Masters in International Affairs,,AUD
Queen's University Belfast,Belfast,United Kingdom,MSc in International Relations,16400.0,GBP
Queen's University Belfast,Belfast,United Kingdom,PGDip in International Relations,12133.0,GBP
Erasmus University Rotterdam,South Holland,Netherlands,Masters in International Trade Law,13500.0,EUR
Middle Tennessee State University,Tennessee,United States,Masters in International Affairs,,USD
Leiden University,South Holland,Netherlands,MSc in International Relations and Diplomacy,19750.0,EUR
Leiden University,South Holland,Netherlands,MA in International Relations,18800.0,EUR
University of York,York,United Kingdom,Masters in International Relations,19950.0,GBP
University of Exeter,Devon,United Kingdom,MSc in International Relations,20500.0,GBP
Webster University,Missouri,United States,MA in International Relations,13140.0,USD
"Royal Holloway, University of London",Surrey,United Kingdom,MSc in International Public Policy,17600.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,Masters in International Relations,15700.0,GBP
Oxford Brookes University,Oxfordshire,United Kingdom,Masters in International Security,15800.0,GBP
Aston University,Birmingham,United Kingdom,MSc in International Relations,22750.0,GBP
Durham University,Durham,United Kingdom,MA in International Relations,25500.0,GBP
University of Essex,Essex,United Kingdom,MSc in Quantitative International Development,21350.0,GBP
University of Essex,Essex,United Kingdom,MA in International Relations,20700.0,GBP
Helmut Schmidt University (Bundeswehr),Hamburg,Germany,Masters in International Relations,,EUR
"St. Marys University, Texas",Texas,United States,MA in International Relations,17640.0,USD
University of Reading,Reading,United Kingdom,MA in International Relations,18650.0,GBP
University of Reading,Reading,United Kingdom,MRes in Politics and International Relations,18650.0,GBP
University of West Florida,Florida,United States,MA in International Affairs,17111.0,USD
Bond University,Queensland,Australia,Masters in International Relations (Professional),33594.0,AUD
Bond University,Queensland,Australia,Masters in International Relations,48900.0,AUD
Teesside University,Darlington,United Kingdom,MSc in International Management (Accountancy) (Applied),9000.0,GBP
Teesside University,Darlington,United Kingdom,MA in International Relations (Applied),8500.0,GBP
Teesside University,Darlington,United Kingdom,MA in International Relations,14000.0,GBP
Coventry University,Coventry,United Kingdom,Masters in International Relations,16950.0,GBP
University of Sussex,East Sussex,United Kingdom,MA in International Relations,18975.0,GBP
University of Aberdeen,Aberdeen City,United Kingdom,MSc in International Relations and International Law,22400.0,GBP
University of Aberdeen,Aberdeen City,United Kingdom,MSc in International Relations,22400.0,GBP
University of Aberdeen,Aberdeen City,United Kingdom,MS in International Relations,22400.0,GBP
University of Aberdeen,Aberdeen City,United Kingdom,MSc in International Relations and Management,23800.0,GBP
University of Indianapolis,Indiana,United States,Masters in International Relations,10184.0,USD
Swansea University,Wales,United Kingdom,MA  in International Security and Development,18400.0,GBP
Swansea University,Wales,United Kingdom,MA in International Relations,20250.0,GBP
Swansea University,Wales,United Kingdom,MA in International Relations,18300.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,Masters in International Relations,15850.0,GBP
"Nottingham Trent University, City Campus",Nottingham,United Kingdom,MA in International Relations and Security,16800.0,GBP
University of East London,London,United Kingdom,MSc in International Relations,15060.0,GBP
University of Hertfordshire,Hertfordshire,United Kingdom,Masters in International Relations with Placement Year,16000.0,GBP
University of Hertfordshire,Hertfordshire,United Kingdom,Masters in International Relations with Advanced Research,14750.0,GBP
University of Hertfordshire,Hertfordshire,United Kingdom,Masters in International Relations,14750.0,GBP
Linnaeus University Sweden,Kronobergs l'n,Sweden,Masters in International Affairs,110000.0,SEK
University of Kent,Kent,United Kingdom,MA in International Relations,,GBP
University of Portsmouth,Portsmouth,United Kingdom,Masters in International Relations,,GBP
University of East Anglia,Norfolk,United Kingdom,MSc in Economics and International Relations,19800.0,GBP
University of East Anglia,Norfolk,United Kingdom,MA in International Relations,18500.0,GBP
University of Westminster,London,United Kingdom,Masters in International Relations,15000.0,GBP
University of Westminster,London,United Kingdom,MA in INTERNATIONAL RELATIONS AND DEMOCRATIC POLITICS,15000.0,GBP
University of Dundee,Dundee City,United Kingdom,MA (Hons) in History and International Relations,19500.0,GBP
University of Dundee,Dundee City,United Kingdom,MSc in International Relations,20900.0,GBP
University of Surrey,Surrey,United Kingdom,MSc in International Relations,19200.0,GBP
University of Surrey,Surrey,United Kingdom,Masters in International Relations,,GBP
Middlesex University,London,United Kingdom,Masters in International Relations,16800.0,GBP
Anglia Ruskin University,London,United Kingdom,MA in International Relations,15840.0,GBP
"Nottingham Trent University, Clifton Campus",Nottingham,United Kingdom,MA in International Development,17500.0,GBP
"Northumbria University, Newcastle",Newcastle upon Tyne,United Kingdom,"Masters in International Relations, Conflict and Security",17500.0,GBP
"International Institute in Geneva, Switzerland",Geneva,Switzerland,MS in International Relations and Diplomacy,,CHF
Geneva Business School,Geneva,Switzerland,MBA in International Relations,,CHF
Catholic University of Eichstätt-Ingolstadt,Bavaria,Germany,Masters in International Relations,,EUR
Yong Siew Toh Conservatory of Music,Singapore,Singapore,Masters in International Affairs,,SGD
Aberystwyth University,Wales,United Kingdom,MA in International Relations (Research Training),16665.0,GBP
Aberystwyth University,Wales,United Kingdom,MA in International Relations (Specialist),16665.0,GBP
Leeds Beckett University,Leeds,United Kingdom,MA in International Relations,15000.0,GBP
S. Rajaratnam School of International Studies,Singapore,Singapore,Masters in International Relations,,SGD
University of Central Lancashire,Lancashire,United Kingdom,MA in International Relations,14500.0,GBP
Sheffield Hallam University,Sheffield,United Kingdom,MA in International Relations and Global Crises,14895.0,GBP
University of Bedfordshire,Buckinghamshire,United Kingdom,MSc in International Relations Management,14600.0,GBP
De Montfort University,Leicester,United Kingdom,MA in International Relations,15800.0,GBP
De Montfort University,Leicester,United Kingdom,MSc in Economics and International Relations,15100.0,GBP
The University of Buckingham,Buckinghamshire,United Kingdom,MA in United Nations and Diplomatic Studies,15180.0,GBP
The American University of Paris,Paris,France,MA in International Affairs,30780.0,EUR
Lee Kuan Yew School of Public Policy,Singapore,Singapore,Masters in International Affairs,,SGD
American Graduate School in Paris,Paris,France,MA in International Relations and Diplomacy,18669.0,EUR
Zeppelin University,Baden-Warttemberg,Germany,"Masters in Politics, Administration and International Relations",9180.0,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,1357.0,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,,EUR
University of Bologna,Bologna,Italy,Masters in International Relations,,EUR
Liverpool John Moores University,Liverpool,United Kingdom,MA in International Relations,16100.0,GBP
University of Plymouth,Plymouth,United Kingdom,MA in International Relations: Global Security and Development,15700.0,GBP
"Goldsmiths, University of London",London,United Kingdom,"MA in Cultural Policy, Relations & Diplomacy",20250.0,GBP
"Goldsmiths, University of London",London,United Kingdom,MA in International Relations,18290.0,GBP
University of Business and International Studies,Geneva,Switzerland,MBA in International Relations,30000.0,CHF
University of Lincoln,Lincolnshire,United Kingdom,MA in International Relations,14900.0,GBP
London Metropolitan University,London,United Kingdom,MA in International Relations,16225.0,GBP
Soas University of London,London,United Kingdom,MS in  International Politics,24350.0,GBP
Canterbury Christ Church University,Kent,United Kingdom,MSc in International Relations,13000.0,GBP
University of Northampton,Northamptonshire,United Kingdom,MA in International Relations,15000.0,GBP
Regents University London,London,United Kingdom,MA in International Relations,19500.0,GBP
The London School of Economics and Political Science,London,United Kingdom,MSc in History of International Relations,25920.0,GBP
Liverpool Hope University,Liverpool,United Kingdom,MA in Politics & International Relations,13000.0,GBP
Geneva School of Diplomacy and International Relations,Geneva,Switzerland,MS in International Relations,34900.0,CHF
Geneva School of Diplomacy and International Relations,Geneva,Switzerland,MS in International Relations,34900.0,CHF
University of Palermo,Palermo,Italy,MA in International Relations,78.0,EUR
University of Palermo,Palermo,Italy,MA in International Relations,156.0,EUR
Institut Barcelona d'Estudis Internacionals,Barcelona,Spain,M.S in International Relations,11400.0,USD
Schiller International University,Florida,United States,Masters in International Relations and Diplomacy,19080.0,USD
