University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
De Montfort University,Leicester,United Kingdom,MSc in Economics and International Relations,International Relations,15100.0,GBP,1596674.0
The University of Buckingham,Buckinghamshire,United Kingdom,MA in United Nations and Diplomatic Studies,International Relations,15180.0,GBP,1605133.2
The American University of Paris,Paris,France,MA in International Affairs,International Relations,30780.0,EUR,2750193.0
Lee Kuan Yew School of Public Policy,Singapore,Singapore,Masters in International Affairs,International Relations,,SGD,
American Graduate School in Paris,Paris,France,MA in International Relations and Diplomacy,International Relations,18669.0,EUR,1668075.15
Zeppelin University,Baden-Warttemberg,Germany,"Masters in Politics, Administration and International Relations",International Relations,9180.0,EUR,820233.0
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,1357.0,EUR,121247.95
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,,EUR,
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,,EUR,
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,,EUR,
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,,EUR,
University of Bologna,Bologna,Italy,Masters in International Relations,International Relations,,EUR,
Liverpool John Moores University,Liverpool,United Kingdom,MA in International Relations,International Relations,16100.0,GBP,1702414.0
University of Plymouth,Plymouth,United Kingdom,MA in International Relations: Global Security and Development,International Relations,15700.0,GBP,1660118.0
"Goldsmiths, University of London",London,United Kingdom,"MA in Cultural Policy, Relations & Diplomacy",International Relations,20250.0,GBP,2141235.0
"Goldsmiths, University of London",London,United Kingdom,MA in International Relations,International Relations,18290.0,GBP,1933984.6
University of Business and International Studies,Geneva,Switzerland,MBA in International Relations,International Relations,30000.0,CHF,2805600.0
University of Lincoln,Lincolnshire,United Kingdom,MA in International Relations,International Relations,14900.0,GBP,1575526.0
London Metropolitan University,London,United Kingdom,MA in International Relations,International Relations,16225.0,GBP,1715631.5
Soas University of London,London,United Kingdom,MS in  International Politics,International Relations,24350.0,GBP,2574769.0
