University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Memorial University of Newfoundland,Newfoundland & Labrador,Canada,MSc in Psychology,Psychology,4833.0,CAD,294813.0
Illinois State University,Illinois,United States,Masters in Psychology - Quantitative Psychology,Psychology,14032.0,USD,1172513.92
Illinois State University,Illinois,United States,MS in Psychology: Cognitive and Behavioral Sciences,Psychology,16682.0,USD,1393947.92
University of New Brunswick,New Brunswick,Canada,MA in Psychology,Psychology,13302.0,CAD,811422.0
Mississippi State University,Mississippi,United States,Masters in Psychology,Psychology,33018.0,USD,2758984.08
Utah State University,Utah,United States,MED in Psychology,Psychology,29856.0,USD,2494767.36
University of Tennessee at Knoxville,Tennessee,United States,Masters in Psychology,Psychology,21568.0,USD,1802222.08
"Deakin University, Melbourne",Victoria,Australia,Masters in Psychology (Organisational),Psychology,39200.0,AUD,2184616.0
"Deakin University, Melbourne",Victoria,Australia,Masters in Psychology (Clinical),Psychology,39200.0,AUD,2184616.0
Northern Arizona University,Arizona,United States,MA in Psychological Sciences,Psychology,28944.0,USD,2418560.64
"Southern Illinois University, Carbondale",Illinois,United States,MS in Psychology-Behavior Analysis and Therapy,Psychology,28152.0,USD,2352381.12
The University of Sydney,New South Wales,Australia,Masters in Coaching Psychology,Psychology,54000.0,AUD,3009420.0
RMIT University,Victoria,Australia,MSc in Psychology by Research,Psychology,34560.0,AUD,1926028.8
Louisiana State University,Louisiana,United States,MA in Psychology,Psychology,29456.0,USD,2461343.36
Dresden University of Technology,Sohag,Germany,Masters in Clinical Psychology and Psychotherapy,Psychology,1150.0,EUR,102752.5
The University of Edinburgh,Edinburgh,United Kingdom,MSc in Psychological Research,Psychology,26300.0,GBP,2780962.0
The University of Edinburgh,Edinburgh,United Kingdom,MA in Psychology and Economics,Psychology,30400.0,GBP,3214496.0
The University of Edinburgh,Edinburgh,United Kingdom,Masters in Social Psychology,Psychology,26300.0,GBP,2780962.0
University of Edinburgh,Edinburgh,United Kingdom,MA in Psychology and Business,Psychology,30400.0,GBP,3214496.0
"University of Nebraska, Lincoln",Nebraska,United States,Masters in Clinical Psychology,Psychology,26855.0,USD,2244003.8
University of Glasgow,Glasgow City,United Kingdom,MSc in Psychological Studies (Conversion),Psychology,30240.0,GBP,3197577.6
University College London,London,United Kingdom,MSc in Psychological Sciences,Psychology,34400.0,GBP,3637456.0
University College London,London,United Kingdom,MSc in Brain and Mind Sciences,Psychology,31200.0,GBP,3299088.0
University College London,London,United Kingdom,MS in Psychology and Clinical Practice,Psychology,29400.0,GBP,3108756.0
University of Guelph,Ontario,Canada,MA in Psychology,Psychology,13674.0,CAD,834114.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Bavaria,Germany,Masters in Psychology,Psychology,,EUR,
Ohio University,Ohio,United States,MS in Psychological Science,Psychology,32370.0,USD,2704837.2
Laval University,Quebec,Canada,MA in psychology - with dissertation,Psychology,15224.0,CAD,928664.0
The University of Queensland,Queensland,Australia,Masters in Business Psychology (32 Units),Psychology,51200.0,AUD,2853376.0
"California State University, San Bernardino",California,United States,MA in Psychological Science,Psychology,16236.0,USD,1356680.16
California Polytechnic State University,California,United States,MS in Psychology,Psychology,19260.0,USD,1609365.6
Australian National University,Australian Capital Territory,Australia,Masters in Professional Psychology,Psychology,52100.0,AUD,2903533.0
"California State Polytechnic University, Pomona",California,United States,MS in Psychology,Psychology,29520.0,USD,2466691.2
University of New Mexico,New Mexico,United States,MA in Educational Psychology,Psychology,18728.0,USD,1564911.68
Brock University,Ontario,Canada,Masters in Psychology,Psychology,23502.0,CAD,1433622.0
"The City College of New York, CCNY",New York,United States,Masters in General Psychology,Psychology,17100.0,USD,1428876.0
Western Illinois University,Illinois,United States,Masters in Experimental Psychology,Psychology,39228.0,USD,3277891.68
Western Illinois University,Illinois,United States,MS in Clinical/Community Mental Health Psychology,Psychology,21252.0,USD,1775817.12
Indiana State University,Indiana,United States,MA in Experimental Psychology,Psychology,28320.0,USD,2366419.2
Eastern Michigan University,Michigan,United States,MS in Master's in Psychology - Clinical Behavioral,Psychology,36470.0,USD,3047433.2
University of Memphis,Tennessee,United States,MS in General Psychology,Psychology,15593.0,USD,1302951.08
Fairleigh Dickinson University,New Jersey,United States,MA in Forensic Psychology,Psychology,15528.0,USD,1297519.68
Fairleigh Dickinson University,New Jersey,United States,Masters in General Theoretical Psychology,Psychology,17766.0,USD,1484526.96
Trent University,Ontario,Canada,MSc in Psychology(Thesis),Psychology,20997.0,CAD,1280817.0
Bowling Green State University,Ohio,United States,Masters in Psychology,Psychology,13848.0,USD,1157138.88
The University of Adelaide,South Australia,Australia,Masters in Psychology (Health),Psychology,43000.0,AUD,2396390.0
The University of Adelaide,South Australia,Australia,Masters in Psychology (Organisational and Human Factors),Psychology,43000.0,AUD,2396390.0
Seattle University,Washington,United States,Masters in Psychology,Psychology,27540.0,USD,2301242.4
State University of New York at New Paltz,New York,United States,Masters in Psychological Sciences,Psychology,17860.0,USD,1492381.6
University of Oregon,Oregon,United States,MA in Psychology,Psychology,50220.0,USD,4196383.2
University of Denver,Colorado,United States,MA in School Psychology,Psychology,70030.0,USD,5851706.8
University of Denver,Colorado,United States,MA in Forensic Psychology,Psychology,48594.0,USD,4060514.64
University of Warwick,Coventry,United Kingdom,MSc in  Psychological Research,Psychology,31450.0,GBP,3325523.0
University of Missouri-St. Louis,Missouri,United States,M.A in Psychology Science,Psychology,20504.0,USD,1713314.24
University of Leeds,Leeds,United Kingdom,MSc in Business Psychology,Psychology,24250.0,GBP,2564195.0
Curtin University,Western Australia,Australia,MRes in Research (Psychology),Psychology,40800.0,AUD,2273784.0
"Curtin University, Perth",Western Australia,Australia,Masters in Psychology (Professional),Psychology,36900.0,AUD,2056437.0
Pittsburg State University,Kansas,United States,"MS in Psychology, Behavior Analysis",Psychology,19560.0,USD,1634433.6
Pittsburg State University,Kansas,United States,MS in General Psychology,Psychology,20022.0,USD,1673038.32
The University of Auckland,Auckland,New Zealand,MA in Psychology,Psychology,37891.0,NZ,1937366.83
The University of Auckland,Auckland,New Zealand,Graduate Diploma in Applied Psychology,Psychology,25579.0,NZ,1307854.27
The University of Auckland,Auckland,New Zealand,MS in Organisational Psychology,Psychology,44526.0,NZ,2276614.38
University of Miami,Florida,United States,MS in Applied Behavior Analysis,Psychology,46473.0,USD,3883283.88
Old Dominion University,Virginia,United States,MS in Psychology,Psychology,23698.0,USD,1980204.88
"City University Of New York, Brooklyn College",New York,United States,MA in Experimental Psychology,Psychology,15390.0,USD,1285988.4
"California State University, San Marcos",California,United States,MA in Psychological Science,Psychology,22935.0,USD,1916448.6
Oakland University,Michigan,United States,Masters in Psychology,Psychology,18486.0,USD,1544690.16
"Minnesota State University, Mankato",Minnesota,United States,MA in Clinical Psychology,Psychology,16025.0,USD,1339049.0
University of Northern British Columbia,British Columbia,Canada,MSc in Psychology,Psychology,7479.0,CAD,456219.0
"California State University, Dominguez Hills",California,United States,MA in Psychology(Clinical Psychology),Psychology,15164.0,USD,1267103.84
University of Akron,Ohio,United States,MA in Psychology,Psychology,14585.0,USD,1218722.6
University of North Carolina at Greensboro,North Carolina,United States,Masters in Psychology (General Experimental Psychology),Psychology,19505.0,USD,1629837.8
King's College London,London,United Kingdom,MSc in Organisational Psychiatry and Psychology,Psychology,37368.0,GBP,3951292.32
King's College London,London,United Kingdom,MSc in Health Psychology,Psychology,37368.0,GBP,3951292.32
King's College London,London,United Kingdom,MSc  in Early Intervention in Psychosis,Psychology,32940.0,GBP,3483075.6
King's College London,London,United Kingdom,MSc in Developmental Psychology & Psychopathology,Psychology,32940.0,GBP,3483075.6
University of Amsterdam,Amsterdam,Netherlands,Masters in Cultural Psychology,Psychology,16900.0,EUR,1510015.0
University of Wollongong,New South Wales,Australia,Masters in Professional Psychology,Psychology,34224.0,AUD,1907303.52
La Trobe University,Melbourne,Australia,Masters in Psychological Science (Research),Psychology,39600.0,AUD,2206908.0
The University of Manchester,Manchester,United Kingdom,MRes  in Experimental Psychology with Data Science,Psychology,25500.0,GBP,2696370.0
Freie University of Berlin,Berlin,Germany,Masters in Psychology,Psychology,,EUR,
Villanova University,Pennsylvania,United States,MS in Psychology,Psychology,13350.0,USD,1115526.0
"University of Nebraska, Omaha",Nebraska,United States,MA in Psychology,Psychology,14910.0,USD,1245879.6
University of Idaho,Idaho,United States,MS in Psychology,Psychology,24290.0,USD,2029672.4
Adelphi University,New York,United States,MA in General Psychology,Psychology,26820.0,USD,2241079.2
New Mexico State University,New Mexico,United States,MA in Experimental Psychology,Psychology,19026.0,USD,1589812.56
Auckland University of Technology,Auckland,New Zealand,Masters in Psychotherapy,Psychology,47274.0,NZ,2417119.62
Florida Atlantic University,Florida,United States,MA in Psychology,Psychology,18468.0,USD,1543186.08
"University of Nevada, Reno",Nevada,United States,M.S. in Behavior Analysis,Psychology,21060.0,USD,1759773.6
University of Twente,Overijssel,Netherlands,MSc in Psychology,Psychology,11500.0,EUR,1027525.0
University of Bonn,North Rhine-Westphilia,Germany,Masters in Traffic Psychology,Psychology,,EUR,
Marshall University,West Virginia,United States,MA in Psychology,Psychology,20574.0,USD,1719163.44
Humboldt University of Berlin,Berlin,Germany,MSc in Mind and Brain,Psychology,,EUR,
Humboldt University of Berlin,Berlin,Germany,Masters in Psychology,Psychology,,EUR,
Wilfrid Laurier University,Ontario,Canada,MSc in Psychology,Psychology,21171.0,CAD,1291431.0
Wilfrid Laurier University,Ontario,Canada,MA in Psychology,Psychology,21171.0,CAD,1291431.0
Otto-von-Guericke University Magdeburg,Saxony-Anhalt,Germany,Masters in Psychology,Psychology,,EUR,
University of Minnesota Duluth,Minnesota,United States,MA in Psychological Science,Psychology,25886.0,USD,2163034.16
London School of Economics and Political Science,London,United Kingdom,MSc in Organisational and Social Psychology,Psychology,25920.0,GBP,2740780.8
University of Canterbury,Canterbury,New Zealand,MSc in Psychology,Psychology,40000.0,NZ,2045200.0
University of Canterbury,Canterbury,New Zealand,MA(Thesis) in Psychology,Psychology,33000.0,NZ,1687290.0
University of Canterbury,Canterbury,New Zealand,MSc in Child and Family Psychology,Psychology,40000.0,NZ,2045200.0
University of the Pacific,California,United States,MA in Behavioral Psychology,Psychology,24795.0,USD,2071870.2
"University of the Pacific, Stockton",California,United States,Masters in Psychology,Psychology,,USD,
Howard University,District of Columbia,United States,MS in Psychology,Psychology,28217.0,USD,2357812.52
The University of Western Australia,Western Australia,Australia,MS in Business Psychology,Psychology,40900.0,AUD,2279357.0
University of Louisiana at Lafayette,Louisiana,United States,MS in Psychology,Psychology,25340.0,USD,2117410.4
University of Central Oklahoma,Oklahoma,United States,MS in Psychology - General,Psychology,13424.0,USD,1121709.44
University of Houston-Victoria,Texas,United States,MA in Forensic Psychology,Psychology,25575.0,USD,2137047.0
University of South Alabama,Alabama,United States,Masters in Psychology,Psychology,16848.0,USD,1407818.88
"California Polytechnic State University, San Luis Obispo",California,United States,MS in Psychology,Psychology,20282.0,USD,1694763.92
University of Groningen,Groningen,Netherlands,MSc in Theory and History of Psychology,Psychology,16201.0,EUR,1447559.35
University of Groningen,Groningen,Netherlands,MSc in Cognitive Psychology and Psychophysiology,Psychology,16201.0,EUR,1447559.35
University of Groningen,Groningen,Netherlands,MSc in Talent Development and Creativity,Psychology,16200.0,EUR,1447470.0
University of Groningen,Groningen,Netherlands,MSc in Psychology,Psychology,14816.0,EUR,1323809.6
University of Birmingham,Birmingham,United Kingdom,MSc in Computational Neuroscience and Cognitive Robotics,Psychology,21150.0,GBP,2236401.0
University of Birmingham,Birmingham,United Kingdom,MSc in Psychology,Psychology,26280.0,GBP,2778847.2
Griffith University,Queensland,Australia,Masters in Professional Psychology,Psychology,31000.0,AUD,1727630.0
Lancaster University,Lancashire,United Kingdom,MS in Psychology of Advertising,Psychology,25700.0,GBP,2717518.0
Lancaster University,Lancashire,United Kingdom,MSc in Psychological Research Methods,Psychology,29150.0,GBP,3082321.0
