University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Charles Darwin University,Northern Territory,Australia,MEng in Electrical and Electronics Engineering,Electrical and Electronics,37108.0,AUD,2068028.84
Brunel University,London,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,25000.0,GBP,2643500.0
Brunel University,London,United Kingdom,MSc in Electric Vehicle Systems,Electrical and Electronics,25000.0,GBP,2643500.0
University of Kassel,Hesse,Germany,MS in Electri­cal Com­mu­ni­ca­ti­on En­gi­nee­ring,Electrical and Electronics,634.0,EUR,56647.9
University of Waikato,Waikato,New Zealand,Masters in Electrical and Electronic Engineering,Electrical and Electronics,41080.0,NZ,2100420.4
University of Bristol,Bristol,United Kingdom,MSc in Electrical and Electronic Engineering - by Research,Electrical and Electronics,25300.0,GBP,2675222.0
"University of Alaska, Fairbanks",Alaska,United States,MS in Electrical Engineering,Electrical and Electronics,19408.0,USD,1621732.48
South Dakota School of Mines and Technology,South Dakota,United States,MS in Electrical Engineering,Electrical and Electronics,12210.0,USD,1020267.6
Queen's University Belfast,Belfast,United Kingdom,MPhil in Electrical and Electronics Engineering,Electrical and Electronics,23850.0,GBP,2521899.0
University of York,York,United Kingdom,MSc in Electronics Engineering (Research),Electrical and Electronics,25700.0,GBP,2717518.0
University of Exeter,Devon,United Kingdom,MSc in Electrical Power and Smart Grids,Electrical and Electronics,26500.0,GBP,2802110.0
"Royal Holloway, University of London",Surrey,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,22300.0,GBP,2358002.0
Durham University,Durham,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,28500.0,GBP,3013590.0
New Mexico Institute of Mining and Technology,New Mexico,United States,MS in Electrical Engineering,Electrical and Electronics,28022.0,USD,2341518.32
Oregon Health and Science University,Oregon,United States,MS in Electrical Engineering,Electrical and Electronics,17145.0,USD,1432636.2
University of Canberra,Australian Capital Territory,Australia,Masters in Engineering,Electrical and Electronics,38000.0,AUD,2117740.0
University of Hartford,Connecticut,United States,MEng in Electrical & Computer Engineering,Electrical and Electronics,18680.0,USD,1560900.8
Coventry University,Coventry,United Kingdom,MSc in Electrical and Electronic Engineering,Electrical and Electronics,18600.0,GBP,1966764.0
Coventry University,Coventry,United Kingdom,MSc in Electrical And Electronics Engineering,Electrical and Electronics,18250.0,GBP,1929755.0
University of Sussex,East Sussex,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,22500.0,GBP,2379150.0
University of Sussex,East Sussex,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,22500.0,GBP,2379150.0
University of Sussex,East Sussex,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,22500.0,GBP,2379150.0
University of Sussex,East Sussex,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,22500.0,GBP,2379150.0
University of Sussex,East Sussex,United Kingdom,MSc in Advanced Electronic and Electrical Engineering,Electrical and Electronics,22500.0,GBP,2379150.0
Université du Québec à Trois-Rivières,Quebec,Canada,MS in Electrical Engineering,Electrical and Electronics,14366.0,CAD,876326.0
Technical University of Denmark,Copenhagen,Denmark,MSc(Eng) in Electrical Engineering,Electrical and Electronics,15000.0,USD,1253400.0
Swansea University,Wales,United Kingdom,MSc in Electronic and Electrical Engineering,Electrical and Electronics,21200.0,GBP,2241688.0
Swansea University,Wales,United Kingdom,MSc in Electrical and Electronic Engineering,Electrical and Electronics,21350.0,GBP,2257549.0
University of Hertfordshire,Hertfordshire,United Kingdom,MSc in Electronics Engineering,Electrical and Electronics,10300.0,GBP,1089122.0
University of Portsmouth,Portsmouth,United Kingdom,Masters in Electronics Engineering,Electrical and Electronics,17600.0,GBP,1861024.0
University of Portsmouth,Portsmouth,United Kingdom,MSc in Electrical And Electronics Engineering,Electrical and Electronics,19200.0,GBP,2030208.0
University of Southern Queensland,Queensland,Australia,Masters in Professional Engineering (Electrical & Electronic Engineering),Electrical and Electronics,35200.0,AUD,1961696.0
University of Surrey,Surrey,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,24400.0,GBP,2580056.0
University of Greenwich,London,United Kingdom,MSc in Electrical and Electronic Engineering with Industrial Practice,Electrical and Electronics,21000.0,GBP,2220540.0
University of Greenwich,London,United Kingdom,MSc in Electrical And Electronic Engineering,Electrical and Electronics,17450.0,GBP,1845163.0
University of Huddersfield,York,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,17000.0,GBP,1797580.0
Tokyo University of Science,Tokyo,Japan,Masters in Electrical Engineering,Electrical and Electronics,5500.0,JP,2860.0
Anglia Ruskin University,London,United Kingdom,MSc in Electronic and Electrical Engineering,Electrical and Electronics,15800.0,GBP,1670692.0
University of Hull,Kingston upon Hull,United Kingdom,MSc in Electrical And Electronics Engineering,Electrical and Electronics,17200.0,GBP,1818728.0
Bangor University,Gwynedd,United Kingdom,MSc in Electronic Engineering,Electrical and Electronics,21000.0,GBP,2220540.0
ESIEE Paris,Paris,France,Masters in BSc. Electronics Science,Electrical and Electronics,4050.0,EUR,361867.5
London South Bank University,London,United Kingdom,MSc in Electrical and Electronic Engineering,Electrical and Electronics,15400.0,GBP,1628396.0
Kobe University,Hyogo,Japan,Masters in Electrical And Electronics Engineering,Electrical and Electronics,535800.0,JP,278616.0
Aarhus University,Midtjylland,Denmark,MSc in Electrical Engineering,Electrical and Electronics,14800.0,USD,1236688.0
Manchester Metropolitan University,Manchester,United Kingdom,MSc in Engineering Smart System,Electrical and Electronics,19000.0,GBP,2009060.0
